seg	id	title	who	url	quote	missing	evidence
S2	OPEN-7	External/cross-instance KV connectors do not partition on `cache_salt`, so salting does not isolate them	vLLM bug report #53495, open	https://github.com/vllm-project/vllm/issues/53495	"`ExampleConnector` derives its external storage key from the prompt token bytes only (`_generate_foldername_debug`, `vllm/distributed/kv_transfer/kv_connector/v1/example_connector.py:404-424`). `request.block_hashes` is never consulted, and `build_connector_meta` (`:299`, tokens only at `:315`) discards `new_req.lora_request`. So the dimensions that partition the in-engine prefix cache do not partition this connector: - Request A with `cache_salt="salt-x"` is stored. Request B with the same tokens and `cache_salt="salt-y"` gets `get_num_new_matched_tokens == 48`, three full blocks of A's KV."	A connector-side key derivation that consumes `request.block_hashes` instead of re-deriving from tokens. The report generalizes the class explicitly: "This is the class in RFC #53194: a connector that re-derives its key from tokens instead of consuming `request.block_hashes` drops every dimension at once". A prior attempt on the HF3FS connector (#51640) was closed unmerged (see ABANDONED note) and the open re-attempt is #51748.	READ BODY
S2	OPEN-8	The `cache_salt` trust boundary and its efficiency cost are undocumented	vLLM docs PR #53347, open	https://github.com/vllm-project/vllm/pull/53347	"**1. Where the salt must come from.** The merged text covers salt unpredictability but not its origin, and `cache_salt` is an ordinary request-body field. In a self-hosted deployment the caller writes it, so an adversary who sets their own salt to a victim's value recovers the shared blocks and the timing signal returns. Entropy does not help there — the adversary is not guessing the value, they are supplying it." And on measurement: "Measured on A100-SXM4-80GB with Qwen2.5-7B-Instruct over a 2119-token shared prefix, read from `vllm:time_to_first_token_seconds`: 32.8 ms cached vs 149.6 ms uncached, about 4.6x."	The doc addition itself is unmerged; the depth of the residual timing channel created by caller-supplied salts is not stated anywhere in the shipped docs.	READ BODY
S2	OPEN-9	HiCache's file backend can report an unrestorable hybrid prefix as a hit	SGLang issue #39147, open	https://github.com/sgl-project/sglang/issues/39147	"`HiCacheFile.batch_exists_v2()` can report a hybrid prefix as a hit even when a required auxiliary pool cannot restore that prefix. The file backend finds each pool's longest usable prefix and takes the minimum of those lengths. That works for contiguous `ALL_PAGES` coverage, but `TRAILING_PAGES` pools can have holes in their valid endpoints." Table given verbatim in the report: "| SWA valid endpoints | Mamba valid endpoints | Expected shared endpoint | Actual | | `{3}` | `{3}` | 3 | 3 | | `{3}` | `{2}` | 0 (no common endpoint) | 2 | | `{1, 3}` | `{1, 2}` | 1 | 2 |" with "The usable prefix should end at the greatest common legal endpoint, or zero if none exists."	A fix in `HiCacheFile.batch_exists_v2()`; the report is explicit about what it does and does not establish: "This report establishes an incorrect backend existence-query result. It does not claim a reproduced model-output error or an end-to-end load-back failure."	READ BODY
S2	OPEN-10	ReplaySSM forces a mamba radix-cache strategy that collapses prefix reuse (SGLang)	SGLang issue #37834, open	https://github.com/sgl-project/sglang/issues/37834	"`--enable-linear-replayssm` requires `--mamba-radix-cache-strategy no_buffer`. That strategy stores the mamba checkpoint at a radix-tree depth later requests cannot reach, so prefix reuse collapses and TTFT rises sharply on any workload with a shared prefix." Measured on "Qwen3.8-27B, 1×H200, TP=1", title states the magnitude: "degrades mamba prefix caching and inflates TTFT up to 4.7x".	Compatibility between the linear-attention ReplaySSM path and the `extra_buffer` mamba radix-cache strategy. Per the SGLang Qwen3-Next cookbook in the local tree (`/tmp/kvsrc/sglang-main/docs/cookbook/autoregressive/Qwen/Qwen3-Next.mdx`), `extra_buffer` is the strategy that "Enables overlap scheduling and branching point caching", so the two features are currently mutually exclusive.	READ BODY
S2	OPEN-11	The free list interleaves hit blocks with miss blocks, so hits are evicted before they can be reused	vLLM PR #55998 by shanrow-amd, open	https://github.com/vllm-project/vllm/pull/55998	"Currently the hit blocks interleave with miss/non-cached blocks in the free list. However we wish all hit blocks can be placed in the tail of the free list so that the hit blocks can be hit more and more before they are allocated out. So we introduce a new free list called hash-hit free list that is allocated after the original free list and to park hash-hit free blocks separately. So this can decrease the eviction amount of hit blocks."	A merge. The PR is open, and its evidence is unit-test only ("python -m pytest tests/v1/core/test_kv_cache_utils.py -v 76 passed, 14 warnings" / "python -m pytest tests/v1/core/test_prefix_caching.py -v 89 passed, 14 warnings") with no end-to-end hit-rate measurement.	READ BODY
S2	OPEN-12	Cache-aware admission ordering inside the engine (FCFS admission destroys pending cache hits)	vLLM PR #54625 by fululi12, open	https://github.com/vllm-project/vllm/pull/54625	"Within a bounded look-ahead window over the waiting queue, admit requests whose prefix is already resident in the KV cache ahead of requests that would have to compute theirs. The problem is an interaction between strict FCFS admission and prefix caching: a cold request admitted first allocates blocks, and under pressure that allocation evicts blocks which a request further back in the queue still needs. The eviction turns a would-be cache hit into recomputation, and the deeper the shared prefix, the more expensive the loss." New flags are declared off by default: "Two new scheduler options, both off by default: Flag Default Meaning --cache-aware-admission-window N 0 Look-ahead depth over the waiting queue; 0 admits strictly in arrival order".	A merge decision, and any published measurement. This is the same mechanism that was dropped in ABANDONED-1 ("A `CacheAffinityScheduler` plugin loadable via `--scheduler-cls` that reorders the V1 waiting queue by cached-prefix length before each scheduling iteration."), whose post-mortem measured +0.2%, so the open question is whether the new formulation clears the bar the old one missed. The sibling open PR #54366 "[Core] Add waiting-queue-informed KV cache eviction" addresses the eviction half.	READ BODY
S2	OPEN-13	Cache placement and request routing are still optimized separately	the PrefixPlace authors, in the paper's own future-work statement	https://arxiv.org/abs/2608.01655	"Future work includes co-optimizing request routing with placement and extending the epoch-level model to online placement with regret guarantees."	A joint routing-plus-placement formulation; PrefixPlace solves placement only, and CacheRoute (HW-1) solves routing only, and neither cites the other as a combined system.	READ BODY ---
S3	OPEN-1	vLLM's GPU-side `BlockPool` has no policy knob at all — only a single LRU/FIFO free queue	`sjmshsh` (author) in vLLM; issue state is `OPEN` with `"stateReason":"REOPENED"`, label `feature request`, created 2026-04-19, last updated 2026-08-21.	https://github.com/vllm-project/vllm/issues/40268	"vLLM's GPU KV cache (`BlockPool`) uses a **single-queue LRU** implemented in`FreeKVCacheBlockQueue`. When a request finishes, its blocks are appended to the tail of the free queue. When new blocks are needed, eviction drains from the head. This design has one fundamental blind spot: **once `ref_cnt` drops to zero, all blocks are equal candidates for eviction, regardless of how many times they were previously reused.** A system-prompt block touched by 10,000 requests and a one-time-use block are indistinguishable at eviction time."	no `gpu_eviction_policy` flag exists. Confirmed against the local vLLM tree: `vllm/v1/core/block_pool.py` still holds exactly one `self.free_block_queue = FreeKVCacheBlockQueue(self.blocks)` and no policy registry; the pluggable `CachePolicyFactory` exists only under `vllm/v1/kv_offload/cpu/policies/` (offload tier), not for HBM blocks.	READ BODY
S3	OPEN-2	A general sparse-KV-cache framework in vLLM (RFC, explicitly kept open)	`chizhang118` (RFC author) and vLLM maintainers; issue `OPEN`, labels `['keep-open', 'RFC']`, created 2024-06-21, updated 2025-08-24. It is still open rather than stale-closed.	https://github.com/vllm-project/vllm/issues/5751	"Partial KV cache eviction (H2O, SnapKV, LESS, Adaptive Compression, Scissorhands, Dynamic Memory Compression, StreamingLLM): By removing some relatively useless KV cache entries, the memory footprint of the KV cache is reduced." and "Finally, the idea is to implement partial KV cache eviction, primarily aiming for generality and abstraction rather than being specific to one or two approaches."	the RFC's planned flag — "An optional flag \"--sparse-kv-cache-type\" indicating if we want to specify any sparse KV cache type" — does not exist. The RFC points at PR #5752 (now closed unmerged, see ABANDONED-3), so the work has no live implementation.	READ BODY
S3	OPEN-3	KV connectors cannot see attention weights, blocking score-based token dropping	`rannnayy` in vLLM; PR #45184 `OPEN`, `"createdTime":"2026-06-10T19:34:35Z"`, no `mergedTime`, no `closedTime`.	https://github.com/vllm-project/vllm/pull/45184	"This PR allows the KV connectors to also get intermediate tensors (such as query). This PR does not directly improve prefix caching or PD disaggregation. Instead, it serves as a pre-requisite for the KV connector to support latest research on KV cache optimizations such as token dropping."	the prerequisite plumbing is unmerged as of 2026-09-13. The related vLLM RFC #10646 named the same blocker ("Expose intermediate logits (i.e. attetnion weights) from attention kernels as a lot of token dropping decisions depend on attention weights") and was stale-closed (ABANDONED-1).	READ BODY
S3	OPEN-4	SGLang has no unified post-hoc KV-sparsity runtime framework	`magicYang1573` in sgl-project/sglang; RFC issue `OPEN`, created 2026-07-28, updated 2026-07-28.	https://github.com/sgl-project/sglang/issues/32657	"Today, SGLang does not yet provide a complete runtime framework for this use case. Some abstractions have been merged, and several Quest/HiSparse efforts are in progress, but the common interface and serving integration remain incomplete or method-specific."	a common interface over the partial skeleton that exists (`python/sglang/srt/mem_cache/sparsity/{algorithms,backend,core,factory.py}` per the RFC), plus request/decode-step/layer lifecycle hooks, logical-to-physical KV translation, attention-backend integration and CUDA-graph support.	READ BODY
S3	OPEN-5	No per-token-range retention priority in SGLang's eviction path	`limarkdcunha` in sgl-project/sglang; RFC issue `OPEN`, created 2026-08-24, updated 2026-08-24.	https://github.com/sgl-project/sglang/issues/36208	"**No intra-request differentiation.** A request cannot mark its system prompt as more valuable than its user turn. The whole sequence shares one priority." and "**Cross-session unfairness.** Nothing stops the engine from evicting Session A's important prefix to make room for Session B's less-important request, even when A matters more — because \"importance\" is not expressible at sub-request granularity."	the RFC names the exact gaps. Verbatim: "**No timer infrastructure.** SGLang's tree has no timer or sweep mechanism today." and "**It breaks the merge rule.** Each node stores one priority scalar, kept via `max()` across requests. Duration breaks this: if A sets priority 100 for 5s and B sets 50 forever, the node can't track both expiries with one value". Deferred non-goals are listed explicitly (`duration_ms`, `decodeRetentionPriority`, disk/offload transfer modes). The design is modelled on a capability that exists elsewhere: "The design is modeled on TensorRT-LLM's `KvCacheRetentionConfig` / `TokenRangeRetentionConfig`."	READ BODY
S3	OPEN-6	In-place KV compaction with no auxiliary VRAM has no home in vLLM	`aemre-cetin` in vLLM; feature request `OPEN`, created 2026-09-05, updated 2026-09-07, label `feature request`.	https://github.com/vllm-project/vllm/issues/55463	"In long-context LLM serving (32k to 128k+ tokens), dynamic KV-cache eviction/compaction algorithms (e.g., H2O, Scissorhands, StreamingLLM, or heavy-hitter pruning) are essential to prevent out-of-memory (OOM) faults. However, standard runtimes execute compaction using **out-of-place gathering** (`torch.gather` / dynamic tensor allocation)". The claimed measurement is on the same class of hardware as the target: verbatim "**Empirical Benchmarks on NVIDIA Blackwell (`sm_120`)**" with "**PyTorch Out-of-Place** | 3.350 ms | 96.00 MB" vs "**`idempotent-kv` (In-Situ)** | **2.031 ms** | **0.00 MB**".	no integration point yet. The issue's own proposed hook (`VLLMInplaceCompactionHook`) attaches to `worker.gpu_cache`, an interface the modern vLLM V1 path no longer exposes as written, so the proposal has no accepted merge path. No maintainer response was present on the page.	READ BODY
S3	OPEN-7	Eviction across replicated KV tiers has no principled policy (published open problem)	the authors of "From Tensor Buffer to Distributed Memory Hierarchy: A Survey of KV Cache Management for LLM Serving" (arXiv 2607.02574), §6 design-gap agenda.	https://arxiv.org/html/2607.02574v1	"DG3—Eviction across replicated tiers. A KV block can be live in HBM, host DRAM, and a remote store simultaneously. Existing tier-aware systems often approximate this with per-tier heuristics. A principled policy would price each tier's fetch latency against the probability of near-future reuse, which requires per-block reuse-distance and lifetime traces. MG4 and MG5 are therefore prerequisites."	per-block reuse-distance and lifetime traces (MG4) and prefetchability slack (MG5); the survey states these are preconditions for the policy, not optional niceties.	READ BODY
S3	OPEN-8	Per-head sparse KV eviction (H2O-style) is not representable in vLLM's block manager	a vLLM user asking on the official vLLM forum ("Sparse attention (e.g., H2O)", topic 2745, category KV-Cache). The thread contains the user's own partial workaround, which itself is the answer that the feature is missing.	https://discuss.vllm.ai/t/sparse-attention-e-g-h2o/2745	"I'd like to implement sparse attention KV cache policies (such as H2O) in vLLM. One issue I am running into is that a page (or block) needs to extend over all heads of a model. In H2O or other sparse attention methods, KV vectors can be in the cache for some heads, but not for others." and "Any pointer to how sparse attention can be properly implemented in vLLM, would probably help me. Or is this library simply restricted to serve non-sparse attention only?"	a non-uniform KV memory layout across heads/layers. Directly stated by the RFC author in ABANDONED-1's thread: "If we want to support more advanced methods, we need a more flexible memory layout."	READ BODY ---
S4	OPEN-1	Does quantized KV interact correctly with prefix caching? Truncated generation on prefix-cache hits with fp8 KV	Edwardf0t1, vLLM issue #47349 (OPEN, no labels, opened Jul 1, 2026)	https://github.com/vllm-project/vllm/issues/47349	"With --kv-cache-dtype fp8 + --enable-prefix-caching , generation is silently truncated to a short, deterministic length whenever a request reads back a shared/cached prefix (i.e. on prefix-cache hits) — even though the request sets max_completion_tokens: 1000 and ignore_eos: true . The client sees a completion far shorter than max_tokens , with no error and no cancellation ." And: "A cold workload with no shared prefix (random independent prompts, 0% prefix-cache hit) is unaffected on fp8 KV — full-length output at every concurrency, including 512. So the trigger is specifically the read-back of cached fp8 KV prefix blocks ."	A root-cause and fix for the fp8-KV + prefix-cache read-back path; the reporter explicitly has not isolated whether it is NVFP4-specific. Verbatim: "I have not yet isolated whether this is specific to the NVFP4 ( modelopt_fp4 ) path or a generic fp8-KV + prefix-cache bug". Note the reporter's own hardware is 8× B300, so the repro is not reproducible on the target single-GPU box (see HW-3), but the question itself is single-GPU-relevant.	READ BODY
S4	OPEN-2	TurboQuant/HIGGS follow-ups — long-context evals, per-layer sensitivity sweep, MLA, hybrid models, spec-decode, KV connector all unverified	mgoin (vLLM maintainer), tracking issue #40069, labels: quantization, OPEN since Apr 16, 2026	https://github.com/vllm-project/vllm/issues/40069	"Tracking follow-up work on the TurboQuant/HIGGS KV cache attention backend initially landed in #38479 ." The open list verbatim includes: "Long-context evals across presets (k8v4, t4nc, k3v4nc, t3nc): RULER, NIAH at 32K–1M, LongBench"; "Per-layer sensitivity sweep to inform --kv-cache-dtype-skip-layers defaults"; "Publish recommended config table (quality vs. compression vs. throughput) based on eval results"; "Hybrid attention models (e.g. Qwen3.5, mamba+attention, interleaved SWA?)"; "MLA support (through a new attention backend?)"; and under "Feature compatibility — Things currently disabled or unverified with the TurboQuant backend; enable and test:" it lists "Speculative decoding / Eagle" and "KV connector / disaggregated serving (NIXL, LMCache, Mooncake)".	A maintainer-authored, still-open list of exactly the measurements and integrations the shipped TurboQuant backend does not yet have. Nothing here is closed.	READ BODY
S4	OPEN-3	TurboQuant KV × speculative decoding produces degenerate token loops (dense and hybrid attention)	noonghunna, vLLM issue #40831 (detailed isolation matrix; CLOSED as COMPLETED but the same failure is re-reported OPEN in #53180 and #52475)	https://github.com/vllm-project/vllm/issues/40831	"When MTP speculative decoding is combined with any TurboQuant KV preset ( turboquant_3bit_nc , turboquant_4bit_nc , turboquant_k8v4 ) on a Qwen3-Next hybrid model (DeltaNet + attention — here Qwen3.6-27B Lorbus int4-AutoRound), the model emits degenerate token loops on any workload that requires structured or exact output". Isolation verbatim: "MTP alone is fine (fp8_e5m2 KV + MTP → all tests pass). TurboQuant alone is fine (turboquant_3bit_nc, no spec-decode → all tests pass). Only the combination fails." The OPEN re-reports are "https://github.com/vllm-project/vllm/issues/53180" ("[Bug]: TurboQuant k8v4 + MTP speculative decoding silently produces degenerate output on hybrid GDN models (v0.27.1, stock)", OPEN) and "https://github.com/vllm-project/vllm/issues/52475" ("[Bug]: MTP speculative decoding produces repetition collapse with turboquant_* KV cache on sm120 (Qwen3.8-27B hybrid GDN)", OPEN, labeled quantization).	A fix or an explicit "unsupported combination" guard; the reporter's own hypothesis (draft head reading TurboQuant-dequanted KV) is untested.	READ BODY
S4	OPEN-4	TurboQuant on sm121 — hybrid-model init failure and fp16 zero-point overflow on large value outliers	TechPrototyper, vLLM issue #53334, OPEN (opened Aug 22, 2026)	https://github.com/vllm-project/vllm/issues/53334	"triton_turboquant_store keeps the per-vector value scale and zero-point in fp16 regardless of input dtype ( sc_f16 / zr_f16 ). With bf16 inputs containing an attention-sink-scale outlier of |min| > 65504, the zero-point overflows and the reconstructed values come back as ∞ — a poisoned cache line rather than graceful degradation." And on the hybrid path: "ValueError: Unknown TurboQuant cache dtype: 'auto'. Valid presets: turboquant_k8v4, turboquant_4bit_nc, turboquant_k3v4_nc, turboquant_3bit_nc . The state layers resolve to cache dtype auto , and the TurboQuant backend has no path for a mixed-layer model."	A decision on whether hybrid models are supported at all, plus a fix for the fp16 scale/zero-point overflow. Verbatim on the missing decision: "If hybrids are intended to be unsupported, a clearer message (\"hybrid models unsupported\") at config-validation time would fail earlier and clearer; if support is intended, this is the blocker." Proposed mitigations are listed but unimplemented: "store scale/zero in fp32 (+4 bytes per vector) or clamp with a warning." This is the closest thing found to an sm120-class (RTX PRO 6000 Blackwell is sm120; the reporter used sm121) KV-quant finding.	READ BODY
S4	OPEN-5	Is there a calibration-free sub-8-bit KV backend that does not lose throughput (KVarN)?	philippebich, vLLM RFC issue #46613, labels: RFC, OPEN since Jun 24, 2026	https://github.com/vllm-project/vllm/issues/46613	"As vLLM's own TurboQuant blog reports, existing sub-4-bit methods buy 2.3 to 3.7x capacity but give up 40 to 52% of throughput , and aggressive low-bit quant also tends to cost accuracy. Losing both speed and quality is why the feature stays off." And: "KVarN ( arXiv:2606.03458 ) is a variance-normalized KV-cache quantization scheme built to keep all three at once: capacity, throughput, and accuracy." And on coverage: "It also covers models TurboQuant cannot: it supports MLA, and it runs on hybrid and sliding-window models. TurboQuant supports full-attention and uniform sliding-window only."	An RFC, not a shipped flag. A companion implementation PR exists but is also open: "https://github.com/vllm-project/vllm/pull/46812" ("[Attention] Add KVarN: calibration-free variance-normalized KV-cache quantization backend", OPEN, needs-rebase). Several of the RFC's own headline numbers are on TP=2 hardware (~106B model), so they are not reproducible on the target box even once landed.	READ BODY
S4	OPEN-6	Generic INT8 KV-cache support (beyond the per-token-head Triton path)	Wiziechen, vLLM issue #33480, labels: feature request / unstale, OPEN since Jan 31, 2026	https://github.com/vllm-project/vllm/issues/33480	"I'm writing to request a feature addition that would greatly benefit users with diverse hardware setups: support for INT8 quantization in KV Cache, alongside the existing FP8 implementation." Rationale verbatim: "FP8 requires SM9.0+ GPUs (H100+), but many production environments still use A100 (SM8.0) or consumer-grade cards. INT8 is universally supported across all modern NVIDIA GPUs (since Pascal architecture) and avoids FP8 emulation penalties."	The issue has been open ~7.5 months. Note the partial overlap: vLLM has since shipped `int8_per_token_head` (CLOSED-2, Triton backend), but the issue's request for a broadly available INT8 path is still open and the issue has not been closed as answered. An earlier attempt at exactly this was closed in 2024 (see ABANDONED-6).	READ BODY
S4	OPEN-7	int4_per_token_head is accepted for head sizes the Hadamard write path cannot handle; and it crashes on SWA models	LiRunGuo (PR #56198, OPEN, Sep 10 2026) and the Gemma-4 / SWA reports	https://github.com/vllm-project/vllm/pull/56198 - Verbatim quote of the asking (from the PR's own description as retrieved on the page): "--kv-cache-dtype int4_per_token_head is accepted for every head size, but the mode's write path rotates K/V with a Hadamard transform: reshape_and_cache_int4 -> single_..." (title verbatim: "[Bugfix][Attention] Reject int4_per_token_head for non-power-of-two head sizes"). Companion OPEN items: "https://github.com/vllm-project/vllm/issues/48721" ("[Bug]: v0.25.1 int4_per_token_head crashes with SWA models", OPEN, opened Jul 2026) and "https://github.com/vllm-project/vllm/pull/48842" ("[Bugfix] Fix int4_per_token_head for SWA models and gemma 4", OPEN with the `needs-rebase` label — a maintainer-approved but unmerged fix; bvolpato "approved these changes").		A merged validation guard for non-power-of-two head dims and a merged fix for SWA/Gemma-4 stride mismatch. The #48842 body states the concrete failure verbatim: "Before, running vllm serve google/gemma-4-E2B-it --kv-cache-dtype int4_per_token_head will crash because of a stride mismatch. Also for gemma 4, it has head dims 256 and 512."	READ BODY
S4	OPEN-8	Pluggable KV cache data types — `CacheDType` is a hard-coded closed list	lcfenglinwan, vLLM RFC issue #51751, labels: RFC / quantization, OPEN since Aug 11, 2026	https://github.com/vllm-project/vllm/issues/51751	"These are hard-coded. Adding a new KV cache dtype requires modifying vLLM core in at least four places: CacheDType literal — add the string; STR_DTYPE_TO_TORCH_DTYPE — map it to a torch.dtype; KVQuantMode — map it to specified quant mode; is_quantized_kv_cache() — teach it the new dtype's properties. This makes it impossible for: Hardware backends — to ship their own KV cache quantization format without editing vLLM (e.g., a new device-specific int8 variant); Third-party quantization libraries — to integrate directly." The RFC body also lists the current 16-value literal and states "Status: Implemented in PR #52670 ."	The contract is proposed, and the RFC is still open. Third-party KV quantisation formats cannot be registered from outside vLLM yet.	READ BODY
S4	OPEN-9	SGLang's FP8 KV-cache decode path is unfused and slower than BF16 at small batch / short context	Swipe4057, SGLang issue #30815, OPEN since Jul 10, 2026	https://github.com/sgl-project/sglang/issues/30815	"When enabling --kv-cache-dtype fp8_e4m3 on Hopper (H200, SM90) with the fa3 backend, decoding slows down compared to BF16 KV-cache, especially on small batches and short contexts. The slowdown is caused by runtime overhead that is absent on the BF16 path and that is not eliminated by a static FP8 checkpoint ." Root cause verbatim: "The root cause is architectural: sglang performs FP8 KV-cache quantization as a series of separate Python-level tensor operations (multiple kernel launches per layer per step), whereas the BF16 path is a single optimized store_cache call. On memory-bound decode with small batches, this overhead outweighs the 2× reduction in KV read traffic." The reporter quantifies it: "For a model with ~64 layers, this is 64+ × 3 = ~192 .to() launches per forward pass. Each .to() has ~2-5μs launch overhead → ~400-1000μs of pure launch overhead per decode step, comparable to the entire attention computation on small batches."	A fused FP8 KV store kernel and a single central Q-quantisation point in SGLang, matching what vLLM already does. A related OPEN PR exists: "https://github.com/sgl-project/sglang/pull/31652" ("[JIT] Fuse FP8 KV-cache quantization into the store kernel", OPEN).	READ BODY
S4	OPEN-10	KIVI-style INT4 (per-channel K, per-token V) is still only a draft PR in vLLM	a1exxd0, vLLM PR #44059, state DRAFT, OPEN since May 30, 2026	https://github.com/vllm-project/vllm/pull/44059 - Verbatim quote of the asking (commit message as shown on the PR page): "Adds the `int4_kivi` kv_cache_dtype: a software INT4 KV cache with KIVI-style per-channel K (one scale per channel over each full 16-token block) and per-token V quantization, nibble-packed with fp8_e4m3 block scales. Quantize-on-store and dequant-on-read back to bf16, then run FlashAttention. Includes Triton store + gather/dequant kernels and the attention backend; eager-only prototype." Verification verbatim: "Validated on Laguna-XS.2 (B300): serves long-context decode to 32k context; the per-channel-K kernel matches an exact torch reference (0.03 relRMSE)."		Merge. The PR is a draft; it also documents that its own first version broke past 64k context. Verbatim: "CUDA caps grid.y/z at 65535, so any gather/dequant with max_seq > 65535 (max_model_len past 64k) failed to launch with \"CUDA: invalid argument\"." KIVI is thereby canonical-but-unshipped in vLLM.	READ BODY
S4	OPEN-11	Seven `kv_cache_dtype` values are undocumented, including all four per-token-head and NVFP4 modes	robertlangdonn, vLLM PR #53299, OPEN since Aug 21, 2026	https://github.com/vllm-project/vllm/pull/53299	"docs/features/quantization/quantized_kvcache.md 's kv_cache_dtype options list covers 3 of the 17 values CacheDType ( vllm/config/cache.py ) actually supports. This documents 7 of the remaining 11: fp8_inc , fp8_ds_mla , int4_per_token_head , int8_per_token_head , fp8_per_token_head , nvfp4 , nvfp4_4over6 ." It also confirms constraints only present in source, verbatim: "Added the CUDA SM89+ requirement for fp8_per_token_head and the power-of-two head-dimension constraint for int4_per_token_head 's Hadamard transform, both enforced in source but missing from the first draft." And on granularity: "\"per-(token, head)\" corrected to \"per-(token, KV head)\" throughout — this is per-KV-head granularity, not per-query-head."	The docs PR is open, and the remaining 4 undocumented values are the `turboquant_*` family, blocked on another open PR. Verbatim: "the other 4 undocumented values are the turboquant_* family, already the subject of the open (stalled, needs-rebase) #45422".	READ BODY
S4	OPEN-12	KIVI, KVQuant and QAQ have no implementation in either engine tree	implicitly, the vLLM and SGLang users filing the requests above; no maintainer has shipped these	https://github.com/vllm-project/vllm/issues/33480 (the closest standing request), and https://github.com/vllm-project/vllm/issues/46613 for the calibration-free sub-8-bit slot	From #46613: "As vLLM's own TurboQuant blog reports, existing sub-4-bit methods buy 2.3 to 3.7x capacity but give up 40 to 52% of throughput , and aggressive low-bit quant also tends to cost accuracy. Losing both speed and quality is why the feature stays off."	A shipped implementation of the canonical per-channel-key/per-token-value (KIVI) and pre-RoPE + dense-and-sparse (KVQuant) methods. Verified by direct local grep of both extracted trees: `grep -rin "kivi\|kvquant" /tmp/kvsrc/vllm-main/vllm/ /tmp/kvsrc/vllm-main/docs/` returns no KIVI/KVQuant implementation (only `KVQuantMode`, an unrelated enum name), and the same grep over `/tmp/kvsrc/sglang-main/` returns nothing. QAQ likewise appears in neither tree nor in any retrieved issue.	READ BODY
S4	OPEN-13	fp8 KV cache reportedly gives little to no memory benefit on Mamba/GDN hybrid models	vLLM RFC issue #55196, OPEN since Sep 3, 2026	https://github.com/vllm-project/vllm/issues/55196 - Verbatim quote of the asking (title as retrieved from the GitHub search API result list): "[RFC]: fp8 KV cache gives little to no memory benefit on Mamba/GDN hybrid models"		A resolution on whether FP8 KV is worth enabling on hybrid SSM/attention models, where only a fraction of layers carry a growing KV cache. This interacts directly with CLOSED-5 (skip-layers) and OPEN-2 (hybrid models unverified for TurboQuant).	TITLE ONLY
S4	OPEN-14	turboquant_k8v4 decode penalty grows with context length on Ampere	vLLM issue #55610, labels: speculative-decoding / quantization, OPEN since Sep 6, 2026	https://github.com/vllm-project/vllm/issues/55610 - Verbatim quote of the asking (title as retrieved from the GitHub search API result list): "[Perf]: turboquant_k8v4 decode penalty scales with context length (-2.8% at 3k, -31% at 55k) on Ampere SM86, no speculative decoding"		The decode-side dequantisation cost of the k8v4 preset is unaddressed; this directly contradicts the paper-level expectation that FP8-key storage is "free". It is consistent with CLOSED-4's own throughput table and with ABANDONED-4's maintainer conclusion.	TITLE ONLY
S4	OPEN-15	SGLang has three concurrent TurboQuant proposals and has not consolidated on one	hnyls2002 (SGLang collaborator) closed one and pointed at another; the consolidated PR #21419 is still OPEN	https://github.com/sgl-project/sglang/pull/21419 - Verbatim quote of the asking (from the closure of the competing PR, see ABANDONED-3): "There are three concurrent TurboQuant proposals and we are consolidating on #21419 , which reuses the existing flashinfer_backend instead of adding a parallel flashinfer_tq backend to attention_registry.py , is roughly 1500 lines smaller, and ships an end-to-end accuracy eval."		The consolidated PR #21419 ("Add TurboQuant KV cache compression (3-4 bit, ICLR 2026)") is still OPEN as of retrieval, so SGLang 0.5.19 has no shipped TurboQuant KV cache.	READ BODY ---
S5	OPEN-1	Tiered KV offload promotes every waiting request and thrashes the primary DRAM tier	t348575, vLLM issue #49902 (linked forward to #50014)	https://github.com/vllm-project/vllm/issues/49902	"Data from the secondary KV offload FS tier appears to blindly be promoted to the DRAM (cpu) tier, which leads to no/little free blocks in this tier. pin dram blocks for promotion -> evict just loaded items -> pin again for promotion cycle (this is an assumption from my data and a rough read of the code). This issue will therefore present itself whenever there are multiple long-context requests waiting to be executed, and there is CPU memory pressure." and "The constant re-promotions are obviously read from disk, so vLLM ends up reading 1+TB of data while it only needed to read a 10th of that."	A promotion/admission policy that only promotes blocks for requests the scheduler will actually run; today the lookup path promotes for every waiting request it walks. The reporter's exact repro is single-GPU and on the target model: `--model Qwen/Qwen3-4B-Instruct-2507 ... "spec_name": "TieringOffloadingSpec", "cpu_bytes_to_use": 68719476736, "eviction_policy": "arc", "block_size": 256, "secondary_tiers": [{"type": "fs_python", ...}]` on "an h100, cuda 13, python 3.12".	READ BODY
