seg	id	title	who	url	closure	quote	date	evidence
S2	ABANDONED-8	Elastic KV cache built, measured, and reported as a negative result	Sathishkumar Sivashanmugam (single-author paper)	https://arxiv.org/abs/2608.23658	**published negative result** — the technique was built and explicitly judged not to pay off. This is the strongest "tried and given up" item in the paper literature for this subsection.	"Having built the mechanism, we test the premise it rests on and report an honest negative result. It only pays off if a small prefill chunk size badly hurts prefill latency. In a controlled experiment injecting long prompts into a live decode load, that penalty is small (median time-to-first-token differs by about 1% between chunk sizes of 8192 and 32768 tokens), because prefill is compute bound and decode consumes only about one token per sequence per step. Simply lowering max_num_batched_tokens recovers more KV than the controller does, at nearly equal latency. The reserve also dilutes under tensor parallelism, from 16% of KV at TP1 to 2.7% at TP4."	submitted 24 Aug 2026	READ BODY
S2	ABANDONED-9	External/NVMe prefix caching falls below break-even on a fast GPU	Joseph Kanichai, Tiziano De Matteis, Animesh Trivedi — "Building py-kvcache: A Performance Characterization of External KV Caching for vLLM with NVMe SSDs"	https://arxiv.org/abs/2609.11744	**published negative/limiting result** for the cross-tier and cross-instance direction on fast hardware; the authors recommend it be treated as a per-setup admission decision rather than a general win.	"Prefix caching can reduce the time to first token (TTFT) of long-context LLM requests by reusing previously computed key-value (KV) states, but for short prefixes or fast GPUs, recomputation can be faster than loading from an external cache." And the decisive measurement, verbatim: "Bailian trace replays improve TTFT on a weaker GPU, but on an H100 the average request falls below the break-even point and GPU memory alone retains enough prefixes. External KV caching should therefore be treated as a setup specific admission decision."	submitted 10 Sep 2026	READ BODY
S2	ABANDONED-10	Exact composition of all cached recurrent states for hybrid prefix reuse is unnecessary and can be harmful	Yirui Liu, Ruoling Qi, Longwen Wang, Xuaner Wu, Jian Chen, Yuxin Jin, Jiawei Shao, Xuelong Li — "LinearKV"	https://arxiv.org/abs/2608.11231	**published negative result** against a specific competing technique (exact state composition, attributed to concurrent work HYPIC) inside the hybrid prefix-caching design space; the paper argues the principled-looking approach does not pay off.	"The algebraically principled alternative---composing all $K$ cached states into the exact full-prefix state, as concurrent work HYPIC does---is unnecessary and, on some architectures, even harmful. We compare the two across three hybrid models and three PIC selectors. On the two GDN models the two tie, both recovering most of full quality (up to $92\%$); on the Mamba-2 model, exact composition instead collapses under every selector---under EPIC, for instance, it recovers only $46.6\%$ of full quality, versus $86.8\%$ for a single cached block initializer. A single state initializer is also cheaper, cutting time-to-first-token to $0.46\times$ full prefill versus a further $5$--$17\%$ overhead for exact composition".	submitted 31 Jul 2026	READ BODY
S2	ABANDONED-11	Repairing reused KV for non-prefix positions is often worse than not reusing at all	Xi Shi, Qian Lou — "KVShareArena"	https://arxiv.org/abs/2609.10266	**published negative result** about the value of KV reuse outside the exact-prefix case, including a negative result for cache compression on agent reports and for trained adapters across checkpoints.	"We find that correcting positions, which needs no recomputation, is enough until a question needs several sources at once. There, only methods that pay, by re-encoding part of the cache or by training, recover half to two thirds of the gap; unrepaired caches can be worse than no cache. Cache-compression methods that are harmless on a single prompt fall significantly behind position correction on freshly written agent reports." And: "When a different checkpoint wrote the cache, training-free methods are barely affected, while an adapter trained on one checkpoint's caches loses quality."	submitted 9 Sep 2026	READ BODY ---
S3	ABANDONED-1	vLLM RFC to support KV cache compaction / token dropping (FastGen, DuoAttention, H2O, attention sink)	`YaoJiayi` (RFC author) in vllm-project/vllm; discussed by `KuntaiDu`, `simon-mo`, `heheda12345`.	https://github.com/vllm-project/vllm/issues/10646	**Closed as NOT_PLANNED by the `github-actions` STALE BOT, not by a maintainer.** Labels at close time: `['RFC', 'stale']`. The GitHub `ClosedEvent` has `actor: github-actions`, `reason: NOT_PLANNED`. No human chose "not planned".	"This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!" (comment by `github-actions`, 2025-03-27T02:04:38Z), preceded on 2025-02-25T02:00:45Z by: "This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" - Human maintainer context, VERBATIM (these are the closest thing to a human reason, and they are not refusals): `simon-mo` (2024-11-26T21:45:49Z): "On the research side, @lynnliu030 is experimenting with token drop's impact on memory allocation. I think we can revisit this around EOY and discuss the exact API change." `YaoJiayi` (2024-11-26T22:43:39Z): "The key challenge for supporting more methods is the memory management side. For both attention sink and H2O, they maintain the same number of tokens across different heads and layers. If we want to support more advanced methods, we need a more flexible memory layout."	created 2024-11-25T23:42:43Z; closed 2025-03-27T02:04:38Z; issue last updated 2026-07-02T13:48:30Z.	READ BODY
S3	ABANDONED-2	vLLM PR "[Core] Cache policy framework" (the CachePolicy abstraction for eviction)	`ShawnD200` (author) in vllm-project/vllm; closed by `hmellor`, a vLLM Member.	https://github.com/vllm-project/vllm/pull/11928	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`), closed by a named human maintainer (not a bot).	"Hi @ShawnD200 , I'm going to close this PR for the following reasons: It is for V0, for which we are not accepting new features (bugfixes only) It's 4 months stale You have the RFC to continue the discussion and make a new PR for V1 when the time comes!" — `hmellor`, Member, May 6, 2025.	created 2025-01-10T11:03:04Z; closed 2025-05-06T09:27:09Z.	READ BODY
S3	ABANDONED-3	vLLM PR "[Core] Support sparse KV cache framework" (H2O/SnapKV/Scissorhands/StreamingLLM eviction)	`chizhang118` (author) in vllm-project/vllm; closed by `hmellor`, a vLLM Member. This is the implementation PR for the still-open RFC #5751.	https://github.com/vllm-project/vllm/pull/5752	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`), closed by a named human maintainer (not a bot).	"Closing as stale. If you plan to continue this work, feel free to re-open or make a new PR." — `hmellor`, Member, Feb 28, 2025. - Additional in-thread blocker, VERBATIM (from a reviewer, before closure): "Hi @chizhang118 , I'm very interested in your design doc to see the detail of sparse kv cache framework. but it's not available now, may you share a valid link? Thanks!" — the RFC's linked design doc was dead.	created 2024-06-21T20:31:34Z; closed 2025-02-28T13:47:28Z.	READ BODY
S3	ABANDONED-4	vLLM RFC "Sparse KV cache management framework" — closed "COMPLETED" while labeled stale, with only one of four tasks delivered	`ShawnD200` (RFC author) in vllm-project/vllm; discussed by `heheda12345` (Collaborator).	https://github.com/vllm-project/vllm/issues/12254	`"state":"CLOSED"`, `"stateReason":"COMPLETED"`, labels include `RFC` and `stale` (label description rendered on the page: "Over 90 days of inactivity"). I found no `ClosedEvent` with a human actor or an explanatory comment; the only linked **merged** artifact I verified is PR #12608, and its commit message ties it to only the *first* of the RFC's four tasks: "As mentioned in RFC https://github.com/vllm-project/vllm/issues/12254, this PR achieves the task: combine allocate_slots and append_slots." The RFC's other tasks — "(2) Abstract new cache policy interface and develop the supporting data structures", "(3) Wait for and coordinate with Hybrid Memory Allocator", "(4) Getting attention weights from backend" — have no corresponding merged artifact, and the CachePolicy interface for H2O/FastGen described in the RFC does not exist in the tree today. Treat "COMPLETED" as not substantiated for the eviction-policy content.	the RFC's own goal statement now abandoned in practice: "CachePolicy is a general interface that manages KV cache allocations. It generalizes from basic cache behavior that always allocates new slots/blocks to append new tokens to the more sophisticated that dictates how cache space is used should there be new tokens, such as sliding window, H2O, FastGen, etc." - Thread positions showing the disagreement that stalled it, VERBATIM: `ShawnD200`: "For H2O you mentioned, I could be terribly wrong, but I don't see how it works without mapping, and you could have it either by explicit mapping or making block_size=1 so that block ids can be arranged to be a mapping as well. Prefix caching adds a layer of complexity, for \"full attention\" and \"sliding window\" it does not affect much, but for \"random\" selective eviction policy, either have block_size=1, or the block after token in it evicted can't be shared." `ShawnD200` again: "Then it comes down to: change block manager vs. attention module, this seems not a question, from single responsibility (and single place -- there is only one block manager but a few backends) point of view."	created 2025-01-21T08:46:39Z; issue last updated 2026-07-02T06:25:29Z.	READ BODY
S3	ABANDONED-5	SGLang PR "Add WLFU radix cache eviction policy"	`tejas-goyal` (author) in sgl-project/sglang.	https://github.com/sgl-project/sglang/pull/23781	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`). **Closed by the `github-actions` stale bot**, not a human maintainer (page renders the comment under `github-actions Bot`).	"Thanks @tejas-goyal . Closing this because it has had no updates in 125 days."	created 2026-04-27T00:35:53Z; closed 2026-08-30T01:22:06Z.	READ BODY
S3	ABANDONED-6	SGLang PR "feat(eviction): add T-LRU (Tail-Optimized LRU) cache eviction policy"	`wenxinzhang0` (author) in sgl-project/sglang.	https://github.com/sgl-project/sglang/pull/21708	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`). **Closed by the `github-actions` stale bot**, not a human maintainer.	"Thanks @wenxinzhang0 . Closing this because it has had no updates in 136 days." - Additional detail from the PR description (its motivation, i.e. the workload-sensitive eviction criterion it wanted to add): "TEL-safe blocks : evicting them won't push the next turn's uncached token count above threshold ξ — these are evicted first."	created 2026-03-30T20:28:43Z; closed 2026-08-28T03:46:02Z.	READ BODY
S3	ABANDONED-7	SGLang PR "[Feature] Marconi eviction"	`qimcis` (author) in sgl-project/sglang.	https://github.com/sgl-project/sglang/pull/21862	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`), and it was still a draft. **Closed by the `github-actions` stale bot**, not a human maintainer.	"Thanks @qimcis . Closing this because it is still a draft and has not been updated in 146 days."	created 2026-04-01T17:40:52Z; closed 2026-08-26T01:32:50Z.	READ BODY
S3	ABANDONED-8	SGLang PR "[Feature] Semantic eviction for radix cache" (agent-workload reset/summarisation pruning)	`rexxy-sasori` (author) in sgl-project/sglang; closed by `hnyls2002`, a SGLang Collaborator (human, not a bot).	https://github.com/sgl-project/sglang/pull/20088	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`); was a draft.	"Thanks @rexxy-sasori ! This is still a draft with no commits since 2026-03-08, and it carries local dev artifacts that cannot merge - a .gitmodules adding external/sglang pointing at a personal fork, plus docker/dev.Dockerfile . Several touched files have also moved since ( srt/metrics/collector.py -> srt/observability/metrics_collector.py , scheduler_output_processor_mixin.py -> srt/managers/scheduler_components/ , Sphinx docs/ -> Mintlify docs/docs/ ). semantic_event is still absent from main, so a rebased, artifact-free PR would be welcome. Please reopen if I've missed something."	created 2026-03-07T08:38:01Z; closed 2026-08-10T03:55:49Z.	READ BODY
S3	ABANDONED-9	SGLang fix for SLRU's burst distortion and stale-hot-prefix stagnation (i.e. a shipped policy's known failure mode, unfixed)	`HughLLiu` (author) in sgl-project/sglang.	https://github.com/sgl-project/sglang/pull/24075	PR closed unmerged (`"state":"CLOSED"`, no `mergedTime`). **Closed by the `github-actions` stale bot**, not a human maintainer.	"Thanks @HughLLiu . Closing this because it has had no updates in 117 days." - The PR's own statement of the shipped `slru` policy's defect, VERBATIM: "Zombie Protected entries : once a prefix enters Protected, historical heat never decays, so stale prefixes can stay protected long after the workload has shifted." and "naive SLRU has burst and stale-hot-prefix failure modes". The docs for the shipped policy corroborate the trade-off from the other direction: "they hurt when prefix popularity shifts over time, because a prefix that earned a high hit count keeps its advantage after it stops being useful."	created 2026-04-29T16:29:18Z; closed 2026-09-02T01:20:09Z.	READ BODY
S3	ABANDONED-10	Score-based KV eviction selection signals — "the selection signal contributes almost nothing"	authors of "Random Attention: Rethinking KV Cache Eviction for Efficient Reasoning" (arXiv 2609.03430), submitted 2026-09-03.	https://arxiv.org/abs/2609.03430	Published negative result against the whole scored-selection family (H2O/SnapKV/Ada-KV/TriAttention-style scoring).	"We show that the selection signal contributes almost nothing. Random Attention keeps the prompt and evicts uniformly at random within each attention head, computing no score at all; across four models and six reasoning tasks it matches the strongest prior evictor while serving 32-43% higher throughput than it in vLLM deployment." Mechanism, VERBATIM: "1) the prompt is the fragile part of the cache, and most of the gap between selectors is just whether their selection signal happened to keep it; 2) the reasoning trace protects itself against eviction with redundancy at two levels, in the text (the model restates what it still needs as it works) and across attention heads (each keeps its own copy of the trace), so once the prompt is safe, a random draw retains enough copies of what the model still needs, and no score is required to pick them."	submitted 2026-09-03.	READ BODY
S3	ABANDONED-11	"Protection Is (Nearly) All You Need" — structural protection dominates scoring; H2O/SnapKV/StreamingLLM/Ada-KV/QUEST collapse without it	authors of arXiv 2605.18053 (38 pages, code and figure regeneration scripts released), submitted 2026-05-18.	https://arxiv.org/abs/2605.18053	Published negative result specifically about the score-based eviction policies named in this subsection.	"Seven policies (LRU, H2O, SnapKV, StreamingLLM, Ada-KV, QUEST, Random) share a prompt-boundary vulnerability: without structural protection, they collapse to near-zero quality on six pure-transformer models (F1$\leq$0.064)." and "With protection, simplified score-isolation variants are TOST-equivalent to LRU at $K{=}32$ ($\Delta{=}0.02$)". Overall conclusion, VERBATIM: "Overall: protection dominates; scoring differences are secondary once boundaries are guarded; per-head allocation gives a further modest gain." Its attention-mass measurement, VERBATIM: "the position-0 sink holds ${\sim}75\%$ of prefix mass, while other boundary tokens sit near ${\sim}0.41{\times}$ uniform expectation, so attention scorers retain the sink but still drop structurally critical tokens."	submitted 2026-05-18.	READ BODY
S3	ABANDONED-12	Rate–distortion survey — attention-magnitude/recency retention signals fail uniformly and irreversibly	authors of "What to Keep, What to Forget: A Rate–Distortion View of Memory Compaction in LLMs and Agents" (arXiv 2607.08032), submitted 2026-07-09.	https://arxiv.org/abs/2607.08032	Published negative characterisation across four research communities; turns the observation into a benchmark proposal rather than a fix.	"Two patterns hold across the survey. At every layer the signal that decides what to keep is attention magnitude or recency, and it fails in the same way everywhere, by discarding, before the query is known and with no way to undo it, information the query later needs." - Second finding, VERBATIM (directly about this subsection's evaluation practice): "And while compression is measured carefully on single-turn long context, the repeated compaction that agents actually perform is almost never measured, and no benchmark holds one budget axis across all the layers at once."	submitted 2026-07-09.	READ BODY
S3	ABANDONED-13	VarRate — SnapKV/Ada-KV style token selection collapses 11–15 points under query-agnostic reuse	authors of "VarRate: Training-Free Variable-Rate KV Cache Compression for Long-Context LLMs" (arXiv 2607.15498), submitted 2026-07-16.	https://arxiv.org/abs/2607.15498	Published negative result on irreversible eviction, specifically naming SnapKV and Ada-KV; the paper abandons eviction in favour of rank allocation.	"Two leading training-free families are both structurally limited: token-selection methods (SnapKV, Ada-KV) score importance from an observation window and evict low-scoring tokens, but eviction is irreversible -- so when the importance signal degrades under query-agnostic reuse, accuracy collapses by 11-15 points; uniform low-rank coding keeps every token but spends equal rank everywhere, wasting budget. We observe that both failures share one cure: rank should be allocated, not evicted." Result, VERBATIM: "Because no token is dropped, it degrades by only 3.5-5.5 points where query-aware selection collapses."	submitted 2026-07-16.	READ BODY
S3	ABANDONED-14	"More GPUs or a Smaller Cache?" — no cost-equivalence crossover found; extra GPUs are largely wasted spend below a model-size wall	authors of arXiv 2608.23962, submitted 2026-08-25.	https://arxiv.org/abs/2608.23962	Published negative result against the "add tensor parallelism instead of compressing the cache" answer to KV memory pressure.	"We place tensor-parallel configurations (degree 1 to 8) and KV-compressed configurations (16/8/4-bit, keep-ratios down to 0.25) on one costnormalised axis, cost per million tokens against latency, using a profiled simulator calibrated on A100, A40, and H100 hardware, and we go looking for the cost-equivalence crossover. We do not find one. Across two models (Llama-2 at 7B and 70B), three GPU types, and every level of memory relief we could construct, compression is cheaper by 1.20x to 2.00x." Boundary, VERBATIM: "A 7B model on an 80 GB device cannot exhaust its KV budget within its own context window, and the boundary that decides between the strategies is model size relative to device memory, at roughly 36B parameters for an 80 GB card. Below that wall, compression dominates and extra GPUs are largely wasted spend". Counter-finding, VERBATIM: "Tensor parallelism is the only lever that improves latency (compression makes per-token latency worse, by 8 to 93%, through batching contention)".	submitted 2026-08-25.	READ BODY
S3	ABANDONED-15	VaSE — eviction "often yield[s] worse accuracy than selection-based sparse attention alternatives"; large-magnitude value states cause catastrophic failure when evicted	authors of "Value-Aware Stochastic KV Cache Eviction for Reasoning Models" (arXiv 2606.03928), submitted 2026-06-02.	https://arxiv.org/abs/2606.03928	Published negative result on the eviction-vs-full-cache trade-off, and a documented failure mode of magnitude-agnostic scoring.	"KV cache eviction methods reduce this cost by evicting unimportant key-value pairs from the cache, yet they often yield worse accuracy than selection-based sparse attention alternatives, which keep the full KV cache." Failure mode, VERBATIM: "First, a small fraction of value states have abnormally large magnitudes, and evicting them causes catastrophic failure where models enter repetitive reasoning loops." - Corroborating independent account of the same runaway-degeneration failure, VERBATIM (from arXiv 2608.15797): "Under aggressive budgets, this not only lowers accuracy but can also cause runaway degeneration, where the model produces incoherent or repetitive tokens until reaching the length limit."	submitted 2026-06-02.	READ BODY ---
S4	ABANDONED-1	QJL 1-bit residual correction on top of the MSE quantiser — explicitly dropped in the shipped vLLM TurboQuant backend	vLLM (the TurboQuant backend authors, `vllm/model_executor/layers/quantization/turboquant/config.py`)	https://raw.githubusercontent.com/vllm-project/vllm/main/vllm/model_executor/layers/quantization/turboquant/config.py	dropped by design in shipped code — the feature is documented as deliberately omitted, not merely unimplemented	"QJL is intentionally omitted: community consensus (5+ independent groups) found it hurts attention quality by amplifying variance through softmax."	code present in vLLM main as of retrieval (2026-09-13); the TurboQuant backend merged Apr 15, 2026 (PR #38479)	READ BODY
S4	ABANDONED-2	TurboQuantProd (QJL-corrected keys) vs plain MSE keys — independent reproduction finds Prod is worse, contradicting the paper's recommendation	scos-lab, `turboquant` reference implementation (`README.md`), and the same finding restated in the llama.cpp discussion by the same author	https://raw.githubusercontent.com/scos-lab/turboquant/refs/heads/main/README.md	technique rejected after measurement — the reproduction concludes the paper's recommended Prod path should not be used for attention	"The paper recommends TurboQuantProd for Keys (unbiased inner product) and TurboQuantMSE for Values. Our experiments show **MSE for both is better**" with the table "| GPT-2, b=4 | MSE (both) | Paper (Prod keys) | | PPL change | +1.1% | +6.5% |" and "**Why:** TurboQuantProd's QJL residual correction adds variance. Softmax attention amplifies variance more than bias. Low variance (MSE) beats unbiasedness (Prod) in practice."	README retrieved 2026-09-13; the same author's restatement in the llama.cpp thread is dated Mar 28, 2026	READ BODY
S4	ABANDONED-3	TurboQuant KV cache PR in SGLang — closed unmerged as a duplicate of a competing implementation	YanGaev2 (author); closed by hnyls2002 (SGLang collaborator)	https://github.com/sgl-project/sglang/pull/22048	closed unmerged by a human collaborator, in favour of #21419 (which is itself still open)	"Thanks @YanGaev2 ! There are three concurrent TurboQuant proposals and we are consolidating on #21419 , which reuses the existing flashinfer_backend instead of adding a parallel flashinfer_tq backend to attention_registry.py , is roughly 1500 lines smaller, and ships an end-to-end accuracy eval ( python/sglang/test/simple_eval_niah.py ) rather than unit tests plus a single-request throughput number. This PR also targets two paths that no longer exist - python/sglang/srt/model_executor/model_runner_kv_cache_mixin.py and the retired test/srt/ suite dir. The fused Triton encode/decode kernels and cuda-graph handling here are the strongest part - please consider contributing those on top of #21419 . Please reopen if I've missed something."	opened Apr 3, 2026; closed Aug 11, 2026 by hnyls2002	READ BODY
S4	ABANDONED-4	vLLM's own comprehensive evaluation concludes TurboQuant k8v4 is not worth using and the aggressive presets are unfit for production	vLLM team (official vLLM blog, "A First Comprehensive Study of TurboQuant: Accuracy and Performance")	https://vllm.ai/blog/2026-05-11-turboquant	published negative result from the project that shipped the technique — the maintainers' own recommendation is to prefer FP8 and avoid the aggressive presets	"TurboQuant k8v4 does not provide any significant advantage over FP8. This TQ variant only provides modest KV-cache savings (2.4x vs 2x), which are not worth the consistent negative impact on throughput and latency metrics." And: "Avoid TurboQuant k3v4-nc and 3bit-nc without thorough validation. These aggressive variants can cause drastic accuracy drops that reach up to 20 points on challenging math and coding benchmarks. In addition to accuracy, their consistent performance degradation due to complex dequantization steps renders them unsuitable for production deployments." And the headline: "FP8 ( --kv-cache-dtype fp8 ) remains the best default for KV-cache quantization." Throughput verbatim: "All TurboQuant variants are strictly below BF16: on Qwen3-30B (Figure 9), ranging from 80% (k8v4) to 73% (3bit-nc)".	published May 11, 2026; benchmarked on vLLM 0.20.2 (commit 6ec9bbec3)	READ BODY
S4	ABANDONED-5	turbo3/turbo4 KV cache types judged worse than plain q4_0 on perplexity	Dampfinchen, in the ggml-org/llama.cpp discussion #20969	https://github.com/ggml-org/llama.cpp/discussions/20969	community measurement reporting the new format loses to an existing simpler format — no adoption followed	"I tested and turbo3 and turbo4 look much worse than even q4_0 in my testing: ikawrakow/ik_llama.cpp#1509 (comment) I'm running llama-perplexity over entire wiki.test.raw . command and method shown in the linked details."	post dated Mar 27, 2026	READ BODY
S4	ABANDONED-6	A publicised 92.5% prompt-throughput collapse and "memory paradox" measurement was retracted by its own author	dentity007, in the ggml-org/llama.cpp discussion #20969 (with attribution of the catch to u/audioen on r/LocalLLaMA)	https://github.com/ggml-org/llama.cpp/discussions/20969	self-retraction — the measurement that made q4_0 KV look catastrophic was wrong; the corrected numbers reverse the conclusion	"EDIT (April 1): The data below has been corrected. Original claims about a 92.5% prompt collapse and memory paradox were wrong (RSS measurement, silent request failures). See my correction reply below for accurate numbers." And the correction itself verbatim: "Correction to my post above: the benchmark data I shared was flawed. u/audioen on r/LocalLLaMA caught the methodology error and they were right." / "\"92.5% prompt throughput collapse at 64K\" -- Wrong. I measured throughput from requests that failed silently. Prompt throughput is identical across all cache types at all context lengths."	original post Mar 31, 2026; correction Apr 1, 2026	READ BODY
S4	ABANDONED-7	vLLM PR #40633 (Triton INT4 / INT2 per-token-head) — closed unmerged by its own author in favour of a narrower PR	JartX (author); closed by the author after review by tdoublep	https://github.com/vllm-project/vllm/pull/40633	closed unmerged by the author, superseded by PR #40835 (which merged); the INT2 half was dropped entirely	"@tdoublep closed in favor of: #40835"	opened Apr 22, 2026; closed May 25, 2026. Note the preceding automated comment in the same thread is from the `mergify` bot ("This pull request has merge conflicts that must be resolved before it can be merged. Please rebase the PR, @JartX ."), but the actual closure is a human author decision with the stated reason above.	READ BODY
S4	ABANDONED-8	vLLM PR #39074 (per-token-head Int2/Int4 + Triton_Quant_KV interface) — closed unmerged; only a mergify BOT gave a reason	JartX (author)	https://github.com/vllm-project/vllm/pull/39074	closed unmerged by the author. IMPORTANT: the only stated reason on the page is BOT text from `mergify` ("added the needs-rebase label"); there is NO human maintainer rationale attached to this closure. It was superseded in practice by #40633 and then #40835, but that supersession is not stated on this page.	"This pull request has merge conflicts that must be resolved before it can be merged. Please rebase the PR, @JartX ." (posted by the `mergify` bot, May 23, 2026)	opened Apr 6, 2026; bot needs-rebase May 23, 2026; "JartX closed this May 25, 2026"	READ BODY
S4	ABANDONED-9	vLLM PR #38662 (TurboQuant KV cache with PolarQuant + QJL) — closed unmerged as a duplicate	allaspectsdev (author); asked to close by gaby (vLLM maintainer)	https://github.com/vllm-project/vllm/pull/38662	closed unmerged by the author on a maintainer's request; the QJL half of the design did not survive into the shipped backend	"@allaspectsdev Please close this. See #38479"	opened Mar 31, 2026; "allaspectsdev closed this Apr 7, 2026". The review on this PR also flagged, verbatim, "missing scaling factors in the QJL bias correction", a stack buffer overflow in the polar decode path, and hardcoded 256-element buffers that "assume head_size is a power of 2".	READ BODY
S4	ABANDONED-10	QJL (Algorithm 2) dropped from a second independent TurboQuant implementation	TheTom, `llama-cpp-turboquant` implementation notes posted in the ggml-org/llama.cpp discussion #20969	https://github.com/ggml-org/llama.cpp/discussions/20969	omitted by design in a second, independent implementation — corroborates ABANDONED-1 and ABANDONED-2	"QJL error correction (Algorithm 2) not implemented - Algorithm 1 alone is sufficient per the paper" and, on the implementation plan, "The implementation follows Algorithm 1 (TurboQuant_mse) from the paper. Algorithm 2 (QJL error correction) is omitted as the paper shows MSE-optimal quantization alone is sufficient for KV cache compression without the extra bit cost."	posts dated Mar 2026 (thread started Mar 25, 2026)	READ BODY
S4	ABANDONED-11	SGLang MERGED REVERT of the kv_cache_scheme refactor for quantisation because it broke DeepSeek V3 FP4	zhyncs (SGLang maintainer) — revert of PR #10132	https://github.com/sgl-project/sglang/pull/10935	MERGED REVERT (the revert landed; the refactor was undone)	"This reverts commit cd4da1f ." and, under Motivation, "this breaks deepseek v3 fp4"	Sep 26, 2025	READ BODY
S4	ABANDONED-12	Phase-aware (think-phase vs answer-phase) KV cache quantisation — closed as not planned	myProjectsRavi (author), vLLM issue #39416	https://github.com/vllm-project/vllm/issues/39416	"Closed as not planned", labels: feature request + stale. IMPORTANT: the issue was closed by the STALE BOT (GitHub Actions), NOT by a maintainer — no human maintainer reason exists on the page. The only closure text is bot text.	"This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!" (from the GitHub Actions stale bot; the earlier bot comment was "This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!")	opened Apr 9, 2026; closed Aug 10, 2026 (state_reason `not_planned`). The author's own result, verbatim: "Theory-aligned (4/3) 4 3 0.00126 -58%" (KL divergence vs uniform 3-bit, DeepSeek-R1-Distill-Qwen-1.5B, n=50, GSM8K) — i.e. a measured 58% distortion reduction that was never picked up. A separate but related proposal is also sitting open and stale: "https://github.com/vllm-project/vllm/issues/38930" ("Entropy-adaptive per-head KV cache quantization: +8% quality over uniform at same compression", OPEN, labeled `unstale`).	READ BODY
S4	ABANDONED-13	QAQ's own stated limitation — it needs attention scores that do not exist at quantisation time	Cheng et al., the QAQ paper's own text (arXiv:2403.04643)	https://arxiv.org/html/2403.04643v2	self-declared limitation inside the paper, worked around with an assumption rather than solved	"Our quantization method necessitates the attention scores that quantify the degree to which future tokens attend to preceding tokens. However, these attention scores are not available at the time of quantization. To address this limitation, we invoke the persistence of importance theory, which posits that the attention scores ( i.e. , importance) of each token remain relatively constant ( i.e. , persistence) throughout the process of token generation."	v1 Mar 7, 2024; v2 Apr 12, 2024. No 2025-2026 revision, and QAQ has no implementation in either engine tree (see OPEN-12).	READ BODY
S4	ABANDONED-14	QJL's "eliminates memory overhead" premise — independent measurement finds the variance cost swamps the benefit for attention	scos-lab, in the ggml-org/llama.cpp discussion #20969 (reply to Rotatingxenomorph)	https://github.com/ggml-org/llama.cpp/discussions/20969	technique rejected on measurement, with the failure quantified	"QJL eliminates bias but explodes variance. And for attention, variance is worse than bias!" with the preceding measured rows "-0.02%" and "+368.6%". And: "To clarify: the 300% PPL increase was specifically from using TurboQuantProd (the QJL residual correction method from Theorem 2 of the paper) for Key quantization at b=3 on GPT-2 (head_dim=64)."	posts dated Mar 28, 2026	READ BODY
S4	ABANDONED-15	Historical precedent — the first INT8 KV-cache-quantisation PR in vLLM was closed without landing, and the follow-up split PRs never landed either	AniZpZ (author); closed by simon-mo (vLLM collaborator)	https://github.com/vllm-project/vllm/pull/1112	closed unmerged; the author split it into #1508 (W8A8) and #1507 (KV-cache quant) and the KV-cache half did not land. The maintainer's closure reason is about W8A8/INT8 generally, not about the KV-cache quantisation specifically.	"Closing as we do have W8A8 and Int8 support nowadays. 🙏"	opened Sep 20, 2023; closed Oct 1, 2024 by simon-mo. Immediately after the close, a user asked the still-unanswered question, verbatim: "Hi, is there any plan to support int4 KVCacheQuant?" This is the historical root of OPEN-6.	READ BODY
S4	ABANDONED-16	TurboQuant's headline sub-4-bit compression does not survive contact with per-block metadata on a real 27B hybrid model	a contributor running the TurboQuant × MTP correctness battery, in the ggml-org/llama.cpp discussion #20969	https://github.com/ggml-org/llama.cpp/discussions/20969	measured shortfall against the advertised ratio, plus a demonstration that the freed memory is consumed by the speculative-decode draft branch	"TurboQuant compresses KV by 2.75× at 256 K (16.00 → 5.81 GiB). The full-bit-rate ratio is ≈ 5×, but the per-block norms in turbo3 push effective bits/element to ≈ 6." And: "MTP roughly halves the practical ceiling on a 4090. Even with the smaller turbo3 KV (3.16 GiB at 136 K), TQ+MTP at 136 K is already at 24.02 GiB / 24.56 GiB total. The MTP draft branch's own buffers (compute, n_ubatch -scaled allocations) eat the headroom that TurboQuant freed up."	post in the thread (thread started Mar 25, 2026)	READ BODY
