seg	id	title	hw	url	evidence	note
S6	HW-2	Cross-instance MLA attention redistribution (route-the-query vs move-the-cache)	multi-node H100 cluster over NDR-200 G InfiniBand with device-initiated RDMA (IBGDA); the headline claim is explicitly about cross-node transfer	https://arxiv.org/abs/2606.01502	"We characterize cross-instance MLA attention on a real multi-node H100 cluster, distilling two reusable artifacts" and "This paper characterizes cross-instance MLA attention redistribution on real hardware (a multi-node H100 cluster over NDR-200 G IBGDA, spanning same-leaf and spine-traversing node pairs)". The single-GPU datapoint is only a curve-fit validation: "≈2% MAPE on RTX Pro 6000 PCIe Gen5".	
S6	HW-3	LAGA (latent all-gather attention for MLA sequence parallelism)	8× Ascend 910B for single-node, 16 ranks across two nodes over RoCE for the multi-node SP group	https://arxiv.org/abs/2607.17644	"Hardware. One node of 8×Ascend 910B (HCCL) for single-node experiments, and two nodes × 8 cards (16 ranks) for the multi-node SP group (spanning both nodes over RoCE ≈11 GB/s). All measurements are bf16." The absorbed-memory-trap quantification is also inherently multi-GPU: "up to 9.2 GB at DeepSeek-V3 scale (n_h=128, seq=16384, SP=8, eager kernel; the gap widens to 19.2 GB under a fused kernel)".	
S6	HW-4	KV-Pipe (cross-layer KV sharing used to rebalance pipeline stages)	8× Ascend 910B NPUs and, separately, a single node of 8× NVIDIA V100 GPUs, with pipeline parallel degree 2/4/8	https://arxiv.org/abs/2608.15943	"We evaluate KV-Pipe on 8×Ascend 910B NPUs using MindSpeed-LM's 1F1B pipeline schedule (no interleaving) with LLaMA2-7B. We test three training configurations: (1) S=4K, PP=2; (2) S=8K, PP=4; (3) S=8K, PP=8." and "We repeat the PP-focused evaluation on a single node with 8×NVIDIA V100 GPUs."	
S6	HW-5	TPLA (Tensor Parallel Latent Attention)	≥2 GPUs; its entire premise is distributing the MLA latent across devices and all-reducing the output	https://arxiv.org/abs/2508.15881	"To address these challenges, we propose Tensor Parallel Latent Attention (TPLA), a method that distributes the latent representations across multiple devices. Each attention head is split across devices, followed by an all-reduce operation on the output o." and "Figure 4 reports TTFT (Time to First Token) on two H800 GPUs for MoE-removed DeepSeek-V3-0324 and Kimi-K2-Base."	
S6	HW-6	SM120 MLA-vs-NSA production characterization	8× RTX PRO 6000 Blackwell 96 GB on PCIe Gen5 (TP>1 + MTP + concurrent serving)	https://github.com/vllm-project/vllm/issues/43235	"After extensive production testing on SM120 (RTX PRO 6000 Blackwell, 8×96GB, PCIe Gen5), NSA (Native Sparse Attention) cannot be made to work reliably for production serving on NVIDIA consumer/workstation GPUs." and "PCIe topology makes NSA+MTP catastrophically unreliable. ... MTP + TP>1 + concurrent>1 produces deadlocks".	
S6	HW-7	TurboQuant 4-bit KV on Gemma 4 31B multimodal (Blackwell sm_120 blocker stack)	4× RTX 5060 Ti (sm_120) at TP=4 — the reporter's motivation is that the target context does not fit on one 16 GB card	https://github.com/vllm-project/vllm/issues/41403	"Trying to enable TurboQuant KV cache compression (`turboquant_4bit_nc`) on Gemma 4 31B FP8 (the multimodal `Gemma4ForConditionalGeneration` variant) on consumer Blackwell hardware (4× RTX 5060 Ti, sm_120, TP=4)." and "on 4× 16 GB consumer Blackwell at TP=4, native 262,144 context with `fp8_per_token_head` doesn't fit (~3.04 GiB needed per GPU vs ~2.15 GiB available at gpu-util 0.97; estimated max 170,560)." Note: the ISSUE is about KV-compression gating on sm_120; the multi-GPU requirement is the reporter's setting, not an intrinsic requirement of the technique.	
S6	HW-8	Cross-layer index-topk reuse measured benefit for DeepSeek-V4	8× Hopper, TP8 + EP (the requester's production measurement of the +27% cold-prefill / −36% TTFT delta)	https://github.com/sgl-project/sglang/issues/36083	"We ran this optimisation in production on DeepSeek-V4-Flash (8×Hopper, TP8+EP) via a local patch on the other engine, `index_topk_freq=2`, for a full working day". Note: the code change requested is not itself multi-GPU — only the cited benefit measurement is.	
S7	HW-1	Mooncake (KVCache-centric disaggregated architecture, KVCache-centric scheduler, disaggregated KVCache pool)	multi-node GPU cluster; each node is 8× NVIDIA A800-SXM4-80GB with NVLink, plus RDMA network; separate prefill and decoding clusters	https://arxiv.org/html/2407.00079v1 (abstract page: https://arxiv.org/abs/2407.00079)	"During the experiments, the system was deployed on a high-performance computing node cluster to test performance. Each node in the cluster is configured as follows: 8 NVIDIA-A800-SXM4-80GB GPUs, each with 80GB HBM, connected by NVLINK; equipped with RDMA networ" — and from the abstract, verbatim: "It features a KVCache-centric disaggregated architecture that separates the prefill and decoding clusters."	
S7	HW-2	Preble (distributed prompt scheduling co-optimizing KV reuse and load balancing)	a four-NVIDIA-A6000 GPU cluster and an eight-NVIDIA-H100 GPU cluster; "two to 8 GPUs"	https://arxiv.org/html/2407.00023v1 (abstract page: https://arxiv.org/abs/2407.00023)	"We evaluate Preble using our studied five workloads and the Azure request arrival pattern [ 2 ] with the Mistral 7B LLM [ 17 ] and the Llama-3 70B LLM [ 28 ] on a four-Nvidia-A6000 GPU cluster and an eight-Nvidia-H100 GPU Cluster." — and from the abstract, verbatim: "Our evaluation of Preble on two to 8 GPUs with real workloads and request arrival patterns on two open-source LLM models shows that Preble outperforms the state of the art avg latency by 1.5 × to 14.5 × and p99 by 2 × to 10 ×." This is the canonical reference for cache-aware load balancing and it is intrinsically distributed.	
S7	HW-3	LMCache paper's evaluation setup (cross-engine KV store, PD disaggregation)	8×H100 single-node server plus a multi-node configuration with a remote CPU-memory storage backend; PD disaggregation across separate prefill and decode nodes	https://arxiv.org/html/2510.09665v1 (abstract page: https://arxiv.org/abs/2510.09665)	"For single-node evaluation, we run LMCache on an 8 × H100 server provided by GMI Cloud ( 2025 ) . Because different models require varying numbers of GPUs to be served, we allocate the minimum number of H100 GPUs necessary to successfully start each model in our evaluation. For multi-node evaluation, we use the same number of GPUs as in the single-node setup and configure a remote storage backend that leverages CPU memory for KV cache storage."	
S7	HW-4	vLLM NixlConnector disaggregated prefilling (the documented two-GPU reference deployment)	two GPUs (one prefiller, one decoder) with RDMA for the transfer path	https://github.com/vllm-project/vllm/blob/main/docs/features/nixl_connector_usage.md	"# 1st GPU as prefiller" and "# 2nd GPU as decoder" (the two launch blocks in the usage guide), plus "In standard disaggregated prefilling, KV cache flows in one direction: Prefill (P) computes the KV cache and Decode (D) reads from P." and "D reads KV blocks from P via RDMA (peer-to-peer pull), then generates the response."	
S7	HW-5	NIXL KV descriptor scale on GB200 / MNNVL	GB200-class multi-GPU nodes with MNNVL / `cuda_ipc` and RDMA	https://github.com/vllm-project/vllm/issues/55434	Title as retrieved: "[Performance]: GLM-5.3 P/D on GB200 — NIXL issues up to ~112k KV descriptors per rank-transfer, making MNNVL/cuda_ipc slower than RDMA on this workload". The corresponding documented feature gate in the NIXL usage guide (retrieved) is GB-series-specific, verbatim: "GB-series GPUs support multi-node NVLink. NIXL supports this capability, but KVCache must be registered as VMM during KVCache registration. To enable this feature, you need to set `--enable-cumem-allocator` or `--enable-sleep-mode` flags, and set `UCX_CUDA_IPC_ENABLE_MNNVL: 'y'` env."	
S7	HW-6	SGLang HiCache cross-instance (L3) reuse	a cluster of SGLang instances pointed at a shared distributed L3 backend (Mooncake / 3FS / NIXL / AIBrix); L2 is instance-private even on one node	https://docs.sglang.io/docs/advanced_features/hicache_design	"L2 is node-local and instance-private. It is host memory owned by one inference instance's process, so two instances never read each other's L2, not even two instances on the same node. A KV cache produced by instance 0 becomes visible to instance 1 only after it reaches L3." and "This is the answer to a common question: HiCache cannot pool the host memory of several machines into one larger L2. Growing --hicache-ratio or --hicache-size only makes each instance's own private L2 larger. Cross-instance reuse is the job of L3, so it needs --hicache-storage-backend ."	
S7	HW-7	SGLang PD disaggregation via Mooncake TransferEngine	separate prefill and decode node groups	https://docs.sglang.io/docs/advanced_features/hicache_design	"SGLang supports a PD (Prefill-Decode) disaggregation deployment mode through the Mooncake TransferEngine (for details, see this doc ). In the PD-disaggregation deployment mode, HiCache can be enabled on both the prefill nodes and decode nodes to optimize prefill performance."	
S7	HW-8	vLLM disaggregated prefilling as a whole	separate prefill and decode vLLM instances (the docs' examples launch two engines); the docs explicitly warn the technique does not raise throughput	https://docs.vllm.ai/en/latest/features/disagg_prefill.html	"Disaggregated prefilling put prefill and decode phase of LLM inference inside different vLLM instances. This gives you the flexibility to assign different parallel strategies (e.g. `tp` and `pp`) to tune TTFT without affecting ITL, or to tune ITL without affecting TTFT." and the explicit negative, verbatim: "Disaggregated prefill DOES NOT improve throughput."	
S8	HW-1	Decode context parallelism in vLLM (`-dcp`) — cannot be engaged at tp_size = 1	>1 GPU in a tensor-parallel group, with `dcp_size ∈ [1, tp_size/H]`; the CP collective path can additionally require NVLS/NVLink-class symmetric memory multicast.	https://github.com/vllm-project/vllm/blob/main/docs/serving/context_parallel_deployment.md	"Then we need to add decode context parallel to further shard the KV cache along the `T` dimension. This is as simple as adding `-dcp <size>` to the command line. Note that `size` does not increase the number of GPUs we need to launch, but just reduces the KV cache duplication. The dcp size should lie in the range of `[1, tp_size/H]`." — with `tp_size = 1` the only admissible value is 1, i.e. DCP off. The doc's own case studies all assume 8–16 ranks: "The typical single-node deployment with `-tp 8` causes 8x KV cache duplication. We can consider adding `-dcp 8` to reduce the KV cache duplication." Second requirement, from the in-tree implementation: symmetric-memory multicast across the CP group. `vllm/v1/attention/ops/cp_common.py` probes `_SymmetricMemory.has_multicast_support(DeviceType.CUDA, device.index)` and gates the direct-CP path on `handle.multicast_ptr != 0`, logging "Direct CP symmetric memory across %d ranks: %s". Launch flags at `vllm/engine/arg_utils.py:1090-1115`.	
S8	HW-2	Decode context parallelism in SGLang (`--dcp-size`) — requires an existing tensor-parallel group	a TP group larger than the DCP size; the DCP group must nest inside one attention-TP group and one attention-DP replica (`attn_tp_size % dcp_size == 0`); communication backend resolves to `fi_a2a` only when the DCP group shares an MNNVL domain on Blackwell.	https://docs.sglang.ai/advanced_features/dcp.html	"Decode context parallelism (DCP) stripes a request’s MLA KV cache across ranks in an existing tensor-parallel group. With DCP size c , rank r owns position p when p mod c = r , so each rank stores and reads roughly 1/c of the cache." and "A DCP group must fit inside one attention-TP group and one attention-DP replica: Topology attn_tp_size = tp_size / attn_dp_size attn_tp_size % dcp_size == 0 For example, TP=64, DP=4, DCP=16 creates four valid 16-rank attention replicas. DCP=32 would cross replica boundaries and is invalid." and, for the Blackwell path specifically: "Unset resolves to fi_a2a where the DCP group shares an MNNVL domain on Blackwell, otherwise a2a on CUDA/ROCm." The documented enablement examples are all multi-GPU: "MLA decode on DeepSeek-V3.1 with DCP 8 inside TP 8" (`--tp-size 8 --dcp-size 8`), and "Kimi K3 on 32 GPUs with DPA and DCP 8".	
S8	HW-3	Ring attention / partial-query–partial-KV prefill CP in vLLM — the only fully-general long-context KV path is explicitly still under development	multiple GPUs (`N` chunks for `N` GPUs); the full-KV variant additionally needs enough aggregate memory across ranks to hold gathered K/V.	https://github.com/vllm-project/vllm/blob/main/docs/serving/context_parallel_deployment.md	"During prefill, for a long request with `T` new tokens, we need to compute query/key/value tensors for these new tokens. Say we have `N` GPUs, we can split the request into `N` chunks, and each GPU computes one chunk of the query/key/value tensors." and "2. Partial query, partial key/value: If the request token length is too long, we cannot afford holding the full key/value tensors anymore, then we can only compute one chunk of query/key/value tensors for each GPU, and use techniques like [ring-attention](http://arxiv.org/abs/2310.01889) to send/recv key/value tensors chunk by chunk." and the status line: "Both approaches are under active development."	
S8	HW-4	vLLM RFC — independent Context Parallelism for the DSA indexer	≥2 GPUs in the CP group; the RFC's design evidence is measured on 2× NVIDIA H20.	https://github.com/vllm-project/vllm/issues/53684	"Our preliminary operator benchmarks on 2x NVIDIA H20 report CP2 latency speedup as T(DCP=1) / T(DCP=2) . Each panel fixes batch size and query length; the x-axis is history length. The Indexer obtains substantially higher CP2 speedup than Sparse MLA across most long-context Q>1 shapes, while both stages regress at Q=1 because communication and launch overheads dominate." The RFC further states the coupling that makes it a CP-only feature: "vLLM currently derives both stages' parallel rank, group, and world size from the same Decode Context Parallelism (DCP) configuration."	
S8	HW-5	[SM120] 1M-context DeepSeek-V4.1-Flash field report — 8× RTX PRO 6000	8× RTX PRO 6000 96GB with TP=8; Engram tables alone are ~189 GiB across the TP group, so a single 96GB card cannot hold the weights.	https://github.com/vllm-project/vllm/issues/56700	"Cross-posting field data from a 3-day bring-up of **DeepSeek-V4.1-Flash** (769B total, MXFP4 experts, Engram memory) on **8x RTX PRO 6000 (SM120, consumer Blackwell)**, since SM120 users currently have to rediscover all of this from scratch." and "vLLM `deepseekv41-flash-0909` image, TP=8, … 1M context enabled: 950K-token double-needle retrieval **correct**, 4584 tok/s prefill throughput (pure-torch logits path, eager mode)" and "VRAM: ~91GB/96GB per GPU (Engram tables dominate: 2 x ~100GB shards = 189GiB across the TP group)" and "Env: vLLM 0.1.dev20904 (deepseekv41-flash-0909), torch 2.13.0+cu130, CUDA 13.0, 8x RTX PRO 6000 96GB."	
S8	HW-6	VPP — virtual-stage chunked-prefill pipeline parallelism for up to 1M tokens	16 Ascend 910C NPUs, TP8 + PP2 (multi-accelerator, multi-stage).	https://arxiv.org/abs/2608.26523	"We implement VPP in vLLM-Ascend and evaluate it on three MoE-based LLMs with sequences up to 1M tokens on 16 Ascend 910C NPUs." and, in the evaluation setup: "We compare three strategies on 16 NPUs, all using 8-way tensor parallelism with two pipeline ranks: TP8+CPP2 , chunked prefill pipeline parallelism; TP8+DCPP2 , CPP with dynamic chunk sizing, configured with vLLM-Ascend's recommended settings (minimum chunk size: 4096 tokens, smoothing factor: 1.0); and TP8+VPP2 , our proposed scheme."	
S8	HW-7	Cartridges at Scale (CAS) — training modular KV caches over large document collections	a multi-GPU cluster (NVIDIA H200 and B200 cloud GPUs), plus persistent storage for cartridge rotation; the training pool holds a bounded number of cartridges on GPU with the rest offloaded.	https://arxiv.org/abs/2606.04557	"We train using a cluster with NVidia H200 and B200 cloud GPUs." and "In this work, we introduce CAS, a framework for training and deploying cartridges at scale over collections of hundreds of documents and millions of tokens. CAS proposes a training regime based on dynamic cartridge rotation and mixing that closes the performance gap of isolated training (Fig.  1 ) while remaining feasible within current GPU memory constraints." and "We propose CAS, a scalable training framework with GPU ↔ \leftrightarrow persistent storage swapping, optimizer offloading, and prioritized rotation, enabling joint training of hundreds of cartridges within a fixed GPU memory budget." Also: "with all 20 cartridges active simultaneously (no rotation needed for 20 cartridges on a H100 GPU)".	
S8	HW-8	attention-sink inference for DeepSeek-style sparse MLA on consumer Blackwell — blocked by backend gaps	the working configurations in the retrieved reports are 8× RTX PRO 6000 Blackwell Server Edition (the single-GPU sm_120 path is the one that fails).	https://github.com/vllm-project/vllm/issues/55757	"Serving any DeepSeek-style sparse-MLA (DSA) model on consumer Blackwell (sm_120) with stock vLLM 0.28.0 hits two independent faults in the MHA prefill path . Fix the first and you immediately hit the second. Together they make GLM-5.3 / GLM-5.2 / DeepSeek-V4 unservable on RTX PRO 6000 Blackwell / RTX 5090 at realistic prompt lengths." and "GPU 8× NVIDIA RTX PRO 6000 Blackwell Server Edition (sm_120) driver 580.126.09" and "⚠️ Short prompts pass. A one-line smoke test succeeds and the server looks healthy; the failure only appears under a realistic prompt length. That is why this is easy to miss in bring-up." The portable fallback that would unblock it is still an open PR, not a shipped feature: https://github.com/vllm-project/vllm/pull/54929 ("[Attention] Portable Triton sparse-MLA fallback for SM12x (consumer Blackwell)", state OPEN at retrieval).	
S9	HW-1	Mooncake KVCache-centric disaggregated architecture	multi-node GPU cluster; 8× A800-SXM4-80GB per node on NVLink, plus RDMA NICs at up to 800 Gbps between nodes	https://arxiv.org/html/2407.00079v3	"Testbed During the experiments, the system was deployed on a high-performance computing node cluster to test performance. Each node in the cluster is configured as follows: 8 NVIDIA-A800-SXM4-80GB GPUs, each with 80GB HBM, connected by NVLINK; equipped with RDMA network cards that supporting up to 800 Gbps of interconnect bandwidth between nodes. Each node deploys either a prefill instance or a decoding instance according to the startup parameter."	canonical reference (2024) for KVCache-centric SLO scheduling and disaggregated KV pooling; included despite age because it is the canonical artifact for the still-open question of cache-load balancing under SLOs.
S9	HW-2	NVIDIA Dynamo KV-aware routing / KV Block Manager	multiple GPUs or nodes — the project states single-GPU users are out of scope	https://raw.githubusercontent.com/ai-dynamo/dynamo/main/README.md	"You're serving LLMs across **multiple GPUs or nodes** and need to coordinate them" / "You want **KV-aware routing** to avoid redundant prefill computation" / "If you're running a single model on a single GPU, your inference engine alone is probably sufficient."	
S9	HW-3	Llumnix live KV migration for SLA differentiation	multiple model instances (multi-GPU / multi-node), with a scalable live-migration mechanism for requests and their in-memory state	https://arxiv.org/abs/2406.03243	"We introduce Llumnix, an LLM serving system that reacts to such heterogeneous and unpredictable requests by runtime rescheduling across multiple model instances. Similar to context switching across CPU cores in modern operating systems, Llumnix reschedules requests to improve load balancing and isolation, mitigate resource fragmentation, and differentiate request priorities and SLOs. Llumnix implements the rescheduling with an efficient and scalable live migration mechanism for requests and their in-memory states"	canonical (2024) reference for SLA-aware request rescheduling and priority differentiation; included because the 2026 extension work below still builds directly on it.
S9	HW-4	Multi-tier SLA scheduling built on Llumnix migration	inherits the multi-instance migration model it extends; evaluation is simulation-based (Vidur) rather than on one GPU	https://arxiv.org/abs/2608.16336	"Llumnix introduced a dynamic, migration-capable multi-instance scheduler for LLM inference that achieves load balancing, defragmentation, prioritization, and auto-scaling through a unified \"freeness\" metric. However, Llumnix's priority model is restricted to two levels (high and normal), an abstraction too coarse to express the richer SLA classes common in production deployments. In this work, we extend Llumnix's priority model to support an arbitrary number of tiers and evaluate the effects of this extension under three realistic priority distributions (uniform, Gaussian, enterprise) using Vidur, a high-fidelity LLM inference simulator."	
S9	HW-5	Continuum / CacheTTL multi-GPU and multi-node evaluation configurations	4×B200 for the 70B configuration; an 8×H100 node for the RL micro-benchmark; "Company A's internal H100 testbed" for the distributed SWE-agent run; note that single-GPU rows also exist (1×B200, 1×A100)	https://arxiv.org/html/2511.02230v4	"Ours vLLM Autellix SWE-Bench BFCL Llama 70B (4×B200) Llama 8B (1×B200) Llama 8B (1×A100) Gemma 12B (1×A100) Figure 8 : CacheTTL outperforms against baseline schedulers across different model sizes, hardware configurations, and datasets." and "The hardware setup is an 8xH100 node." and "We test CacheTTL running real SWE agent for 500 tasks in SWE-Bench-Verified in Company A's internal H100 testbed." and, for the offload sizing that the TTL model depends on, "For A100 GPUs, we set the DRAM size used in offloading to be 100GB; For B200 and H100 GPUs, we set the DRAM size used in offloading to be 200GB per GPU."	
S9	HW-6	vLLM PD-disaggregated multi-tier KV offload with cross-instance TTL	at least two vLLM instances (one prefill, one decode) with a p2p secondary KV tier; measurements quoted are on H200	https://github.com/vllm-project/vllm/issues/53128	"Two instances, prefill and decode, each running OffloadingConnector with TieringOffloadingSpec (CPU primary + p2p secondary tier)." and "Reproduced with two vLLM instances and three curls - no router, no proxy, no scheduler involved." and "Measured on an idle H200 with a 98 K-token producer leg: HTTP returned in 6.7 s, the first batch parked at +1 s, and with no fetch sent the reap fired at first-park + 60 s"	
S9	HW-7	NIXL-side KV lease renewal (shipped TTL mechanism, cross-instance)	a prefill ("P") and a decode ("D") peer exchanging KV over NIXL, i.e. >1 engine instance	https://github.com/vllm-project/vllm/pull/41383	"VLLM_NIXL_ABORT_REQUEST_TIMEOUT single timeout is too simple and leads to P holding requests for too long when D crashes. We need a more dynamic TTL “lease renewal” system that minimizes the time blocks are stranded on P. At the same time, we also need a way for D to extend TTL of requests blocks in P that are currently in the waiting queue."	this is the shipped (CLOSED-2) mechanism; it is listed here because its *requirement* is a two-instance topology, unlike the single-instance items above. None of the four classes came back empty. Two honesty caveats rather than empty classes: 1. **No maintainer-authored "wontfix" / "not planned" rejection of a KV-lifetime proposal was found.** The only `NOT_PLANNED` stateReason in the ABANDONED set (#23641) and the two other stale closures (#22236, #27539) are all `github-actions` STALE BOT text, explicitly labelled as such. Every human closure of a KV-eviction PR found was an *author self-close*. Queries run for this: `repo:vllm-project/vllm label:wontfix kv` (returned total 0), `repo:vllm-project/vllm eviction policy in:title`, `repo:vllm-project/vllm "TTL" kv in:title,body`, plus reading the full label lists of #26921, #27039, #42985, #43191, #43725, #49114, #41383, #54327, #36311 and #52784 (no `wontfix`/`not planned` label on any of them). 2. **One ABANDONED topic has no retrievable stated reason and is therefore folded, not rowed.** PR #52784 (capacity-bound LRU eviction for the FS tier, author self-close 2026-08-19, one day after opening) is documented inside ABANDONED-3 with the explicit marker "NO STATED REASON FOUND". It is not given its own row because no verbatim reason exists on the page. Similarly, PR #35652 (SwapConnector) is folded into ABANDONED-2 with only its timeline line quoted, because it carries no closing comment. Also not represented as rows, for the same reason: several 2026 HiCache PRs in SGLang (e.g. #39297, #39283, #39269, #39267, all created 2026-09-13 and still OPEN) were seen only as list entries in a search result and were not opened, so they are omitted rather than cited at TITLE ONLY. arXiv (via `export.arxiv.org/api/query` unless noted; the API and `/search` were rate-limited HTTP=429 for most of this session, so the sweep below was attempted and individual `arxiv.org/abs/<id>` pages were used instead — those returned HTTP=200): - `abs:%22KV+cache%22+AND+abs:%22TTL%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22eviction%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22admission%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22tiered%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22scheduling%22` (HTTP 429) - `abs:%22preemption%22+AND+abs:%22LLM%22` (HTTP 429) - `abs:%22SLA%22+AND+abs:%22KV+cache%22` (HTTP 429) - `abs:%22token-level%22+AND+abs:%22KV+cache%22` (HTTP 429) - `abs:%22prefix+cache%22+AND+abs%22hit+rate%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22cost-aware%22` (HTTP 429) - `abs:%22recompute%22+AND+abs:%22KV+cache%22` (HTTP 429) - `abs:%22KV+cache%22+AND+abs:%22lifetime%22` (HTTP 429) - `https://arxiv.org/search/?searchtype=all&query=KV+cache+TTL+eviction&start=0&size=50` (HTTP 429) - `https://arxiv.org/list/cs.DC/2606` (HTTP 404) Direct arXiv abstract pages retrieved (HTTP=200): 2511.02230, 2608.13263, 2608.30830, 2606.02964, 2608.16336, 2411.07447, 2607.16892, 2606.01065, 2607.10582, 2605.18825, 2607.15516, 2609.06940, 2608.23658, 2608.01657, 2506.20187, 2407.00079, 2406.03243, 2503.16419 (probe). Full HTML retrieved: arxiv.org/html/2511.02230v4, arxiv.org/html/2608.13263v1, arxiv.org/html/2407.00079v3. Web search queries (for discovery of arXiv IDs only; every ID was then retrieved directly): - "arXiv 2026 KV cache TTL eviction scheduling LLM serving" - "arXiv 2026 KV cache preemption recompute swap scheduling" - "arXiv 2026 cost-aware KV cache retention SLA LLM serving" - "arXiv 2026 negative result KV cache eviction does not improve prefix caching" - "arXiv 2026 KV cache swap versus recompute preemption measurement" - "arXiv 2026 token-level KV cache lifetime expiry per-token" - "arXiv 2026 cache hit rate economics LLM inference cost per token" - "KV cache admission control LLM serving arXiv 2026 memory pressure" - "arXiv 2026 preemption policy LLM serving recompute cost victim selection" - "arXiv 2026 KV cache tiered GPU CPU disk hierarchy single GPU offloading" GitHub search API queries (`api.github.com/search/issues`): - `repo:vllm-project/vllm kv_block_lifetime` - `repo:vllm-project/vllm preemption swap` - `repo:vllm-project/vllm TTL in:title,body` - `repo:vllm-project/vllm "TTL" kv in:title,body` - `repo:vllm-project/vllm eviction in:title` - `repo:vllm-project/vllm label:wontfix kv` - `repo:vllm-project/vllm eviction policy in:title` - `repo:vllm-project/vllm "swap space" V1` - `repo:vllm-project/vllm swap preemption deprecated` - `repo:vllm-project/vllm kv-cache-metrics in:title,body` - `repo:vllm-project/vllm "cache hit rate" in:title,body` (HTTP 429) - `repo:vllm-project/vllm preemption in:title` (HTTP 429) - `repo:sgl-project/sglang hicache in:title` - `repo:ggml-org/llama.cpp "context shift"` - `repo:ggml-org/llama.cpp cache eviction OR TTL in:title` - `repo:vllm-project/sglang KV cache OR eviction in:title` (validation error — wrong org; not retried) GitHub HTML search/list pages (`github.com/...?q=`): - `vllm-project/vllm/pulls?q=is:pr kv cache eviction policy` - `vllm-project/vllm/pulls?q=is:pr kv cache residency metrics` - `vllm-project/vllm/pulls?q=is:pr preemption` - `vllm-project/vllm/issues?q=is:issue kv ttl` - `ggml-org/llama.cpp/issues?q=is:issue context shift` - `ggml-org/llama.cpp/pulls?q=is:pr context shift` - `sgl-project/sglang/pulls?q=is:pr hicache` GitHub issue/PR pages retrieved and read (HTTP=200, every cited number): vllm-project/vllm PRs 40020, 41383, 51886, 55461, 53795, 53871, 54625, 52784, 54327, 43725, 53571, 49114, 36216, 35652, 27988, 27039, 26921, 42985, 43191, 22236, 27539; vllm-project/vllm issues 47802, 54644, 53128, 54779, 52113, 51428, 48501, 44008, 44775, 38260, 36311, 23641, 51608, 51948, 28973; sgl-project/sglang issue 33713; ggml-org/llama.cpp PRs 27583, 28007. Documentation pages retrieved (HTTP=200): docs.vllm.ai/en/latest/features/kv_offloading_usage/; github.com/vllm-project/vllm/blob/main/docs/design/metrics.md; .../docs/configuration/optimization.md; .../docs/design/hybrid_kv_cache_manager.md; raw.githubusercontent.com/vllm-project/vllm/main/vllm/v1/core/kv_cache_metrics.py; docs.sglang.io/docs/advanced_features/hicache; .../radix_eviction_policy; .../session_radix_cache; raw.githubusercontent.com/sgl-project/sglang/main/docs/cookbook/autoregressive/DeepSeek/DeepSeek-V4_1.mdx; raw.githubusercontent.com/sgl-project/sglang/main/docs/cookbook/autoregressive/InclusionAI/Ling-3.0-flash.mdx; raw.githubusercontent.com/ai-dynamo/dynamo/main/README.md. Local source-tree greps (read-only, trees at `/tmp/kvsrc/vllm-main` and `/tmp/kvsrc/sglang-main`; the SGLang checkout is partial — `python/` source is absent, only `benchmark/` and `docs/` are present, so SGLang claims above rest on the docs site and GitHub, not on local source): - `grep -rniE "\bttl\b|time.to.live" --include=*.py vllm/` - `grep -rn "PreemptionMode\|preemption_mode\|scheduling_policy\|SchedulingPolicy" --include=*.py vllm/` - `grep -rn "swap_space\|swap-space\|num_cpu_blocks\|cpu_blocks" --include=*.py vllm/` - `grep -rn "preempt" --include=*.py vllm/v1/core/sched/scheduler.py` - `grep -rniE "eviction|LRU" docs/ --include=*.md` - `grep -rniE "\bswap\b" docs/ --include=*.md` - `grep -rn "kv_cache_metrics_sample\|kv-cache-metrics-sample" --include=*.py vllm/` - `grep -rn "kv_lease_duration\|decoder_kv_blocks_ttl\|VLLM_NIXL_" --include=*.py vllm/` - `grep -rn "PREFIX_CACHE_RETENTION_INTERVAL\|retention_interval" --include=*.py vllm/` - `grep -rniE "hicache|hierarchical cache|kv_cache_ttl|ttl" --include=*.py .` (SGLang tree) - `grep -rniE "eviction|TTL|time-to-live" docs/` (SGLang tree)
