seg	id	title	url	evidence	detail
S3	CLOSED-1	vLLM pluggable KV cache eviction policy (CPU/offload tier)	https://github.com/vllm-project/vllm/pull/37874	READ BODY	PR #37874 "[KV Offload] Refactor CPU offloading: pluggable CachePolicy, remove Backend abstraction, restructure into `cpu/` package" was merged by `orozery` (Or Ozeri) at `"mergedTime":"2026-03-24T05:02:51Z"` with `"state":"MERGED"`. The user-facing knob is documented in the shipped vLLM docs, retrieved from the local vLLM tree at `/tmp/kvsrc/vllm-main/docs/features/kv_offloading_usage.md`: "`eviction_policy` resolves through `CachePolicyFactory` (`vllm/v1/kv_offload/cpu/policies/factory.py`), which pre-registers the built-in `lru` and `arc` policies." The same doc gives the reference table row: "| `eviction_policy` | no | `lru` | both | Primary tier policy: built-in `lru`/`arc`, or a custom `CachePolicy` name (see [Custom Eviction Policies](#custom-eviction-policies)). |" and an out-of-tree extension path: "Implement `CachePolicy` (`vllm/v1/kv_offload/cpu/policies/base.py`) in your own package — no vLLM fork or patch required". Source confirms the default: `self.eviction_policy: str = self.extra_config.get("eviction_policy", "lru")` (`vllm/v1/kv_offload/cpu/spec.py`). `ARCCachePolicy` implements T1/T2/B1/B2 adaptive replacement (`vllm/v1/kv_offload/cpu/policies/arc.py`).
S3	CLOSED-2	SGLang radix-cache eviction policy selection	https://docs.sglang.io/docs/advanced_features/radix_eviction_policy	READ BODY	SGLang ships a selectable prefix-cache eviction policy. Verbatim from the docs page: "Select one with `--radix-eviction-policy`. All of them fall back to least-recently-used order within a tie." The documented policy set is `lru` (default), `lfu`, `slru`, and `priority`, with the table row "slru | Prefixes still in the probationary segment, then the least recent within a segment. Like `lfu`, but you want a hard floor on how much a one-off prefix can displace a proven one." Parameterisation is shipped too: "Some policies take parameters. Pass them as a json object to `--radix-eviction-policy-config`". The page also names the shipped limits: "A policy only scores. It does not decide how much to free, and it cannot pin KV in memory — a node protected by the policy is still evicted if reclaiming everything else is not enough." and "Hit count (`lfu`, `slru`) counts how many times a node was matched by a later request. It is not incremented for chunked-prefill steps, for evicted nodes, or under write-back HiCache."
S3	CLOSED-3	TriAttention shipped in TensorRT-LLM	https://github.com/NVIDIA/TensorRT-LLM/pull/16957	READ BODY	PR #16957 `"[None][feat] Add TriAttention KV-cache compression method"` by `Hudayday` shows `"state":"MERGED"` and `"mergedTime":"2026-08-04T00:13:38Z"`. Verbatim from the PR description: "Add TriAttention NVIDIA work @ ICML 2026 KV-cache compression support to the TensorRT-LLM." and "TriAttention is a training-free decode-time eviction algorithm: every beta confirmed generation tokens, it scores the evictable decode region using offline per-head query calibration, keeps budget important tokens, compacts their K/V data in place, and releases unused tail pages." Reported result, verbatim: "On Qwen3-8B, TriAttention (B=2048, β=2048) delivers up to 1.61× the throughput of the Dense baseline at the same batch size". See HW-1 — the merge is real but hardware-scoped.
S3	CLOSED-4	NVIDIA/kvpress — shipped eviction-method library	https://github.com/NVIDIA/kvpress	READ BODY	Verbatim from the README (retrieved from `https://raw.githubusercontent.com/NVIDIA/kvpress/main/README.md`): "kvpress implements multiple KV cache compression methods and benchmarks using 🤗 transformers, aiming to simplify the development of new methods for researchers and developers in this field." The library ships implementations of essentially every method named in this subsection, e.g. "`SnapKVPress` ...: average attention weight of the last queries", "`StreamingLLMPress` ...: keep only the initial and recent tokens", "`PyramidKVPress` ...: maintain pyramid-like cache sizes, allocating more cache budget to lower layers and less to higher layers", "`AdaKVPress` ...: prune bottom scores of any `ScorerPress` but across all heads, achieving head-wise compressions", "`CriticalKVPress` and `CriticalAdaKVPress` ...: refine the scores using the L1 norm of Wo @ values, coupled with a two-stage selection.", and decoding-phase compression via `DecodingPress`. Install is a plain `pip install kvpress`.
S3	CLOSED-5	Ada-KV published (NeurIPS 2025) and integrated into vLLM by Cloudflare	https://github.com/FFY0/AdaKV	READ BODY	Verbatim from the repo README: "AdaKV has been accepted at NeurIPS 2025! 🎉" and, on community adoption: "kvcompress The Cloudflare team integrates Ada-KV into vLLM—an impressive and cool example of industrial deployment." The paper itself (retrieved at https://arxiv.org/abs/2407.11550, comments field `NeurIPS 2025`) states: "we propose {\it Ada-KV}, the first head-wise adaptive budget allocation strategy. It offers plug-and-play benefits, enabling seamless integration with prior cache eviction methods." Ada-KV is also the head-wise budget reference used by later negative results below.
S3	CLOSED-6	Attention sink tensors fixed in vLLM's FlashAttention cascade path	https://github.com/vllm-project/vllm/pull/26325	READ BODY	PR #26325 "[Bugfix] Add missing sink tensor into flash attn cascade attn implementation" by `plliao`. Verbatim from the rendered page: "simon-mo merged 4 commits into vllm-project:main vllm-project/vllm:main from plliao:fix_flash_attn_cascade_attn_sink_tensor". This is the attention-sink feature (used by models such as gpt-oss) actually reaching the decode kernel path rather than only being plumbed in config. The local vLLM tree corroborates that sinks are a supported-and-tested backend capability: `vllm/v1/attention/backend.py:310: invalid_reasons.append("attention sinks not supported")`, and tests exist at `tests/v1/attention/test_attention_backends.py:1062: def test_flashinfer_attention_sinks_refreshed_after_reload(dtype)`.
S3	CLOSED-7	Attention sinks are provably necessary (theory)	https://arxiv.org/abs/2603.11487	READ BODY	Verbatim from the abstract: "We prove that, in some settings, it is the latter: computing a trigger-conditional behavior necessarily induces a sink in softmax self-attention models." and "We also prove that non-normalized ReLU attention can solve the same task without any sink, confirming that the normalization constraint is the fundamental driver of sink behavior." This closes the question of whether the sink is merely an optimization artifact — a result relevant to any eviction policy that treats position-0 as a disposable token.
S3	CLOSED-8	Recency/Frequency (ARC-style) adaptive KV block caching for vLLM	https://arxiv.org/abs/2606.21238	READ BODY	Verbatim from the abstract: "Existing cache management strategies adopt the least-recently-used policy for evicting cache blocks. However, LRU leads to multiple unrelated workloads flushing each other's caches. To address this, we integrate adaptive caching that dynamically allocates cache space between recently and frequently occurring KV blocks." Reported effect, verbatim: "it improves the KV cache hit rate by up to 10.8% and reduces time to first token by up to 12.6% over naive vLLM on synthetic document question answering workloads, and 2.1% and 2.0% respectively on real-world conversation workloads." Publication venue, verbatim: "Accepted at the ICML 2026 Workshop on Resource-Adaptive Foundation Model Inference (AdaptFM)". Note the small real-workload gains (2.1% / 2.0%) versus the 10.8% / 12.6% synthetic figures.
S3	CLOSED-9	CacheWise — reuse-aware eviction for coding-agent workloads, implemented in vLLM	https://arxiv.org/abs/2606.16824	READ BODY	Verbatim from the abstract: "CacheWise combines prefix-aware scheduling with reuse-aware eviction guided by lightweight predictions from tool call metadata. Implemented in vLLM and evaluated on the collected traces, CacheWise reduces KVCache evictions by up to 2-2.6x and improves total agent session completion time by up to 3.5x." The paper's own framing of the deficiency it targets, verbatim: "coding agent sessions repeatedly reuse large prefixes and create sustained KVCache pressure that conventional LLM serving policies handle poorly." ---
S4	CLOSED-1	FP8 e4m3 per-tensor KV cache, calibration-free (scale = 1.0), validated Hopper + Blackwell	https://vllm.ai/blog/2026-04-22-fp8-kvcache	READ BODY	vLLM's flagship FP8 KV-cache validation. The flag quantises both storage *and* the attention matmuls. Verbatim: "vLLM's --kv-cache-dtype fp8 flag quantizes the KV-cache and runs the entire attention computation (the QK and ScoreV matrix multiplications) in FP8 (e4m3 is the format used throughout this post)." On the calibration-free question the blog is explicit that scale=1.0 is the evaluated configuration: "Important: All evaluations use per-tensor uncalibrated quantization scales (i.e., scale = 1.0). This is the simplest possible configuration — no calibration data, no per-head tuning — and represents the worst-case scenario for accuracy." Headline result: "FP8 KV-cache and attention quantization introduces at most 1-2 points of accuracy degradation, with the lowest recovery at 97% (GPQA:Diamond, BF16 model)." Stated exceptions: "The main exceptions are workloads where prefill dominates on head_dim = 256 , hybrid models whose small sliding-window layers should be left in BF16, and models or backends that show persistent uncalibrated accuracy loss, where calibration remains important."
S4	CLOSED-2	Per-token-head dynamic (calibration-free) INT8 / FP8 / INT4 KV scales shipped in vLLM 0.29.0	https://raw.githubusercontent.com/vllm-project/vllm/main/vllm/v1/kv_cache_interface.py	READ BODY	vLLM's `KVQuantMode` IntEnum enumerates the shipped modes with their scale granularity, verbatim: `INT8_PER_TOKEN_HEAD = 2  # per-token-head dynamic scales for int8`, `FP8_PER_TOKEN_HEAD = 3  # per-token-head dynamic scales for fp8`, `INT4_PER_TOKEN_HEAD = 4  # packed 2×int4/byte, RHT + asymmetric zp`, `NVFP4 = 5  # packed fp4 data + fp8 block scales`, and the four TurboQuant modes `TURBOQUANT_K8V4 = 6`, `TURBOQUANT_4BIT_NC = 7`, `TURBOQUANT_K3V4_NC = 8`, `TURBOQUANT_3BIT_NC = 9` documented as "Hadamard-rotated Lloyd-Max quant, packed K+V per slot." The runtime (not checkpoint) scale computation is logged from `vllm/config/cache.py`: "Dynamic per-token-head scales will be computed at runtime." The same file's non-per-token-head branch states the older caveat verbatim: "Meanwhile, it may cause accuracy drop without a proper scaling factor". This closes the per-token/per-channel-scale question for vLLM: KIVI-style asymmetry is now expressible without calibration.
S4	CLOSED-3	INT4 per-token-head KV cache quantisation merged into vLLM	https://github.com/vllm-project/vllm/pull/40835	READ BODY	Merged by tdoublep on Jun 24, 2026 ("tdoublep merged 72 commits into vllm-project:main"), merge commit `70749fd`. The PR body verbatim: "Based on PR: #40633 / Changed to only INT4_PER_TOKEN_HEAD". It carried GSM8K evidence in-body as an HTML table whose individual cell values were retrieved (cell sequence: `gsm8k` / `3` / `flexible-extract` / `5` / `exact_match` / `↑` / `0.912` / `±` / `0.0273`; reproduced here space-joined rather than as one contiguous source string). The shipped kernel is documented in the source header (read locally at /tmp/kvsrc/vllm-main/vllm/v1/attention/ops/int4_per_token_head.py): "INT4 packs two 4-bit values per cache byte, pre-rotates with a single RHT, and hides a 4-bit zero-point in the scale's low mantissa bits — too different from the core kernel to share it." Accuracy is guarded by a shipped test that compares logprobs against a bf16 baseline for all three per-token-head dtypes (tests/models/quantization/test_per_token_kv_cache.py).
S4	CLOSED-4	TurboQuant sub-4-bit online KV backend merged in vLLM (Hadamard rotation + Lloyd-Max)	https://github.com/vllm-project/vllm/pull/38479	READ BODY	Merged ("vllm-bot merged 10 commits into vllm-project:main"). Body verbatim: "TurboQuant adds online KV cache compression to vLLM's v1 attention backend using PolarQuant (WHT rotation + Lloyd-Max scalar quantization) for keys and uniform quantization for values. All quantization happens at store time via fused Triton kernels — no offline calibration, model changes, or weight modifications required. Just set --kv-cache-dtype turboquant_k8v4 ." The PR body reports results on the exact target model, verbatim: "Compression Presets (Qwen3-4B, head_dim=128)" with "Baseline: GSM8K 0.900, NIAH 100%. Measured on Qwen/Qwen3-4B with 5-shot GSM8K (200q) and NIAH (512-32K, 77 probes)." Per-preset GSM8K: k8v4 = 0.860 (2.6x), 4bit_nc = 0.840 (3.8x), k3v4_nc = 0.780 (4.3x), 3bit_nc = 0.720 (4.9x). (See HW-1: the accompanying performance table is 4-GPU.)
S4	CLOSED-5	`--kv-cache-dtype-skip-layers` shipped — per-layer precision escape hatch	https://github.com/vllm-project/vllm/pull/33695	READ BODY	Merged; the flag is also documented in the vLLM FP8 KV-cache blog, verbatim: "We added --kv-cache-dtype-skip-layers ( vllm#33695 ) to allow for hybrid settings." The blog states the rationale verbatim: "Models like GPT-OSS use some layers with sliding window attention, where tokens attend to a fixed window size, for example 128 tokens. Here FP8 overheads cannot be amortized. Therefore, keeping those layers in BF16 is actually faster than quantizing them... Furthermore, if some layers are particularly sensitive to quantization, this feature allows skipping those layers." It is present in vLLM 0.29.0 source (`vllm/config/cache.py: kv_cache_dtype_skip_layers: list[str] = field(default_factory=list)`) and documented at https://docs.vllm.ai/en/v0.28.0/features/quantization/quantized_kvcache/ as accepting "either layer indices or layer-type names".
S4	CLOSED-6	fp8_e5m2 KV cache unblocked for weight-only-quantised checkpoints	https://github.com/vllm-project/vllm/pull/45040	READ BODY	Merged by yewentao256 Jun 18, 2026. Body verbatim: "_init_kv_cache_quant rejects --kv-cache-dtype fp8_e5m2 for every quantized checkpoint with \"fp8_e5m2 kv-cache is not supported with fp8 checkpoints\". But weight-only checkpoints (INT4/INT8 compressed-tensors, AWQ, GPTQ) carry no fp8 KV scales and are not fp8. On Ampere, where fp8_e5m2 is the only fp8 KV cache dtype that runs at all ( fp8_e4m3 is unsupported by the hardware), this makes fp8 KV cache unreachable for every weight-quantized model." This is the clearest shipped statement of the e4m3-vs-e5m2 hardware split: e5m2 is the Ampere-compatible format, e4m3 is not.
S4	CLOSED-7	KIVI — per-channel K, per-token V, tuning-free 2-bit KV cache	https://arxiv.org/abs/2402.02750	READ BODY	The canonical answer to the per-channel/per-token scale question. Abstract verbatim: "Our findings indicate that the key cache should be quantized per-channel, i.e., group elements along the channel dimension and quantize them together. In contrast, the value cache should be quantized per-token. From this analysis, we developed a tuning-free 2bit KV cache quantization algorithm named KIVI." Also: "KIVI can enable Llama, Falcon, and Mistral models to maintain almost the same quality while using 2.6× less peak memory (including model weight)." Submission history shows v1 5 Feb 2024, v2 25 Jul 2024 (no 2025-2026 revision).
S4	CLOSED-8	KVQuant — per-channel key quant, pre-RoPE key quant, non-uniform datatypes, per-vector dense-and-sparse outliers	https://arxiv.org/abs/2401.18079	READ BODY	The canonical reference for outlier handling in KV quantisation and the source of the "dense-and-sparse" idea. Abstract verbatim: "(i) Per-Channel Key Quantization, where we adjust the dimension along which we quantize the Key activations to better match the distribution; (ii) Pre-RoPE Key Quantization, where we quantize Key activations before the rotary positional embedding to mitigate its impact on quantization; (iii) Non-Uniform KV Cache Quantization, where we derive per-layer sensitivity-weighted non-uniform datatypes that better represent the distributions; and (iv) Per-Vector Dense-and-Sparse Quantization, where we isolate outliers separately for each vector to minimize skews in quantization ranges." Result verbatim: "we achieve < 0.1 perplexity degradation with 3-bit quantization on both Wikitext-2 and C4". Submission history runs to v6 on 28 May 2025.
S4	CLOSED-9	TurboQuant — data-oblivious rotation + per-coordinate Lloyd-Max quantiser, near-optimal distortion	https://arxiv.org/abs/2504.19874	READ BODY	The theoretical paper underlying vLLM's shipped turboquant_* dtypes. Abstract verbatim: "TurboQuant achieves this by randomly rotating input vectors, inducing a concentrated Beta distribution on coordinates, and leveraging the near-independence property of distinct coordinates in high dimensions to simply apply optimal scalar quantizers per each coordinate." And: "Experimental results validate our theoretical findings, showing that for KV cache quantization, we achieve absolute quality neutrality with 3.5 bits per channel and marginal quality degradation with 2.5 bits per channel." The full HTML explains that the non-integer bit rates come from outlier splitting, verbatim: "These non-integer bit precisions result from our strategy of splitting channels into outlier and non-outlier sets, and applying two independent instances of TurboQuant to each, allocating higher bit precision to outliers." and "in our 2.5-bit setup, 32 outlier channels are quantized at 3 bits, while the remaining 96 channels use 2 bits, leading to an effective bit precision of ( 32 × 3 + 96 × 2 ) / 128 = 2.5". Note the paper's own setup is modest: "All experiments are performed using a single NVIDIA A100 GPU."
S4	CLOSED-10	KVarN — calibration-free variance-normalised KV quantiser that targets autoregressive error accumulation	https://arxiv.org/abs/2606.03458	READ BODY	The most recent (Jun 2026) published answer to the "quantized-KV attention error" sub-question. Abstract verbatim: "KV-cache quantization can help improve this, but current methods are evaluated under prefill-like settings and errors behave differently under autoregressive decoding. We show that in the latter regime, quantization errors accumulate across timesteps, driven primarily by incorrect token scales. We introduce KVarN, a calibration-free KV-cache quantizer that applies a Hadamard rotation followed by a dual-scaling variance normalization across both axes of the K and V matrices." Claim verbatim: "KVarN establishes a new state-of-theart for KV-cache quantization on generative benchmarks, including MATH500, AIME24 and HumanEval, at 2-bit precision." A vLLM implementation is claimed available in the abstract.
S4	CLOSED-11	QAQ — keys and values have distinct quantisation sensitivity; dedicated outlier handling	https://arxiv.org/abs/2403.04643	READ BODY	Abstract verbatim: "We theoretically demonstrate that key cache and value cache exhibit distinct sensitivities to quantization, leading to the formulation of separate quantization strategies for their non-uniform quantization. Through the integration of dedicated outlier handling, as well as an improved attention-aware approach, QAQ achieves up to 10x the compression ratio of the KV cache size with a neglectable impact on model performance." QAQ is notable for being absent from both engine trees (see OPEN-12).
S4	CLOSED-12	FP8 long-context accuracy collapse traced to Tensor-Core accumulation precision, and fixed (two-level accumulation)	https://vllm.ai/blog/2026-04-22-fp8-kvcache	READ BODY	This is the strongest published entry on "quantized-KV attention error" as a *kernel numerics* problem rather than a storage-format problem. Verbatim: "Hopper's FP8 Tensor Cores are documented as accumulating into FP32 registers, but in practice the intermediate accumulation loses precision when the contraction dimension is large... When the contraction dimension reaches 100K or more, this imprecise accumulation causes drastic numerical errors. Concretely, in long context inference, during the Softmax(AttnScore) * V matmul, the contraction dimension corresponds to the context lengths. Empirically, we found that this can lead to accuracy regressions from 91% (BF16) to 13% (FP8) on a long-context needle-in-a-haystack task." The fix verbatim: "we added a two-level accumulation strategy (see SageAttention2 ) that writes the partially accumulated results into an actual FP32 register ( flash-attention#104 ), which brought the FP8 accuracy back to 89%." Residual cost verbatim: "On the downside, this two-level accumulation increases the register pressure and causes slowdowns during prefill... however, for head dimensions larger than 128, the prefill performance remains behind BF16."
S4	CLOSED-13	Public doc for calibration-free FP8 KV dtype semantics and layer skipping	https://docs.vllm.ai/en/v0.28.0/features/quantization/quantized_kvcache/	READ BODY	The shipped user-facing contract. Verbatim: "No calibration (default scales): All quantization scales are set to 1.0." and "[Recommended] Calibration with a dataset (via llm-compressor)". The per-head limitation is stated verbatim: "Per-attention-head quantization is currently available only with the Flash Attention backend and requires the calibration pathway provided by llm-compressor ." Note the doc's option list still covers only 3 of the values `CacheDType` accepts — see OPEN-11. ---
S5	CLOSED-1	vLLM native CPU KV offload (`OffloadingConnector`), shipped in vLLM 0.11.0	https://vllm.ai/blog/2026-01-08-kv-offloading-connector	READ BODY	The vLLM team describes the shipped asynchronous offloading connector with a bundled CPU backend. Verbatim: "The offloading connector is bundled with a CPU backend, enabling native CPU offloading of KV data in vLLM." and "In this post, we will describe the new KV cache offloading feature that was introduced in vLLM 0.11.0." Reported gains: "The results demonstrate that loading KV values from the CPU reduces TTFT by X2-X22 , depending on the prompt size." and "We observe that the throughput increases by up to X9".
S5	CLOSED-2	`--kv-offloading-size` / `--kv-offloading-backend native` CLI	https://github.com/vllm-project/vllm/pull/24498	READ BODY	Merged by NickLucche 2026-01-12. PR body verbatim: "This PR replaces the OffloadingConnector size configuration from num_cpu_blocks to cpu_bytes_to_use. This allows for a more intuitive space allocation (per vLLM instance, across workers)." The vLLM blog documents the flag it produced, verbatim: "--kv_offloading_backend native --kv_offloading_size <size_in_GB>". The local vLLM 0.29.0 tree confirms both flags are registered in `vllm/engine/arg_utils.py` (`"--kv-offloading-size"`, `"--kv-offloading-backend"`) with `kv_offloading_size: float | None = None` defaulting off.
S5	CLOSED-3	vLLM multi-tier KV offloading framework (`TieringOffloadingSpec`)	https://github.com/vllm-project/vllm/pull/40020	READ BODY	Merged by orozery 2026-05-13. Verbatim from the PR body: "Adds a hierarchical (tiered) KV cache offloading framework under vllm/v1/kv_offload/tiering/ , extending the existing single-tier CPU offloading with support for chained secondary tiers (e.g., storage, network)." It adds `SecondaryTierManager`, `CPUPrimaryTierOffloadingManager`, `TieringOffloadingManager` and `TieringOffloadingSpec`.
S5	CLOSED-4	Filesystem (NVMe) secondary tier + shipped usage guide	https://raw.githubusercontent.com/vllm-project/vllm/main/docs/features/kv_offloading_usage.md	READ BODY	The shipped vLLM 0.29.0 doc states verbatim: "Two specs are available, selected by the `spec_name` key in `kv_connector_extra_config`: - `CPUOffloadingSpec` (default): single CPU tier. Completed GPU blocks are copied into pinned host memory. - `TieringOffloadingSpec`: multi-tier. A CPU primary tier plus one or more secondary tiers." and "Only the CPU primary tier has direct GPU access. Secondary tiers cannot read from or write to GPU memory; all GPU↔secondary transfers are staged through the CPU primary tier." Tier types shipped: `fs`, `obj` (S3-compatible via NIXL OBJ), `p2p` (RDMA via NIXL).
S5	CLOSED-5	Batched KV swap copies via `cuMemcpyBatchAsync`	https://github.com/vllm-project/vllm/pull/38460	READ BODY	Merged by orozery 2026-04-03. Verbatim: "Replace per-layer per-block swap_blocks calls in the KV cache offloading handler with a single swap_blocks_batch call that submits all copies in one driver invocation. On CUDA 12.8+ this uses cuMemcpyBatchAsync ; on older CUDA/ROCm it falls back to a flat cudaMemcpyAsync loop with cudaMemcpyDefault . Zero extra GPU memory. No behavior change." Benchmark hardware stated in the PR: "Hardware: 8xH100 80GB HBM3, CUDA 12.8/12.9."
S5	CLOSED-6	SGLang HiCache three-tier design and flags	https://docs.sglang.io/docs/advanced_features/hicache_design.md	READ BODY	Verbatim: "Inspired by the classic three-level cache design of modern CPUs, HiCache organizes GPU memory as L1, host memory as L2, and distributed storage as L3." Shipped flags include `--enable-hierarchical-cache`, `--hicache-ratio`, `--hicache-size`, `--hicache-io-backend {direct,kernel}`, `--hicache-mem-layout {layer_first,page_first,page_first_direct}`, `--hicache-write-policy {write_back,write_through,write_through_selective}`, `--hicache-storage-backend {file,mooncake,hf3fs,nixl,aibrix,dynamic}`, `--enable-lmcache`. Documented constraint verbatim: "The value of this parameter must be greater than 1, as the current implementation requires the host memory allocated for the KV cache to be larger than the device memory allocated for the KV cache."
S5	CLOSED-7	HiCache storage backend runtime attach/detach	https://docs.sglang.io/docs/advanced_features/hicache_storage_runtime_attach_detach.md	READ BODY	A dedicated shipped doc exists for attaching/detaching the L3 backend without restarting the server; referenced from the best-practices doc verbatim: "Besides configuring `--hicache-storage-backend` at startup, SGLang also supports **runtime attach/detach** of the HiCache storage backend (no restart required) via HTTP admin endpoints."
S5	CLOSED-8	Mooncake KVCache-centric disaggregated architecture	https://arxiv.org/abs/2407.00079	READ BODY	Verbatim abstract: "It also leverages the underutilized CPU, DRAM, and SSD resources of the GPU cluster to implement a disaggregated cache of KVCache." and "Compared to the baseline method, Mooncake can achieve up to a 525% increase in throughput in certain simulated scenarios while adhering to SLOs." v4 revised 2025-09-03 (inside the priority window).
S5	CLOSED-9	LMCache as an out-of-GPU KV caching layer	https://arxiv.org/abs/2510.09665	READ BODY	Verbatim: "We present LMCACHE, the first and so far the most efficient open-source KV caching solution, which extracts and stores KV caches generated by modern LLM engines (vLLM and SGLang) out of the GPU memory and shares them across engines and queries." Its design claims verbatim: "(1) highly optimized KV cache data movement powered by batched data movement operations, compute and I/O pipelining; (2) a modular KV cache connector component, decoupling LMCACHE from the rapid evolution of inference engines; (3) a first-class control API for flexible cache orchestration across GPU, CPU, storage, and network layers."
S5	CLOSED-10	CacheGen KV cache compression + streaming	https://arxiv.org/abs/2310.07240	READ BODY	Canonical reference for tiered KV transfer under bandwidth limits. Title verified by fetching the abstract page: "CacheGen: KV Cache Compression and Streaming for Fast Large Language Model Serving" (submitted 11 Oct 2023, v6 19 Jul 2024). Its hardware is a single A40 (see HW section note) — it is NOT ruled out by the target hardware.
S5	CLOSED-11	Pensieve multi-tier GPU+CPU conversation-state caching	https://arxiv.org/abs/2312.05516	READ BODY	Canonical multi-tier KV caching reference. Verbatim: "Pensieve's multi-tier caching strategy can utilize both GPU and CPU memory to efficiently store and retrieve cached data." Reported result verbatim: "Our evaluation shows that Pensieve can achieve 1.14 - 3.0× the throughput of vLLM and TensorRT-LLM and significantly reduce latency."
S5	CLOSED-12	py-kvcache external NVMe KV offload connector for vLLM	https://arxiv.org/abs/2609.11744 (full text: https://arxiv.org/html/2609.11744v1)	READ BODY	Published 2026-09-10, inside the priority window and run on a single GPU with Qwen3-4B. Verbatim: "These findings motivate py-kvcache, a vLLM KV Offload connector with asynchronous direct I/O, bounded shared staging, and scheduler-aware preloading, which starts disk reads while requests are still waiting, overlapping with compute. At 80k tokens, py-kvcache loading from disk is 2.0x faster than LMCache, with preloading contributing 1.34x." Setup verbatim: "Although the nodes have multiple GPUs, all our experiments use a single GPU." and "Experiments use Llama 3.2 3B Instruct and Qwen3 4B Instruct 2507".
S5	CLOSED-13	vLLM `MooncakeStoreConnector` (distributed KV store offload)	https://raw.githubusercontent.com/vllm-project/vllm/main/docs/features/mooncake_store_connector_usage.md	READ BODY	Shipped connector doc. Verbatim: "Unlike `MooncakeConnector` which does direct point-to-point KV transfer between prefiller and decoder, MooncakeStoreConnector enables KV cache offloading to an external distributed store, supporting: - **CPU/disk offloading**: Extend effective KV cache capacity by offloading to CPU memory or disk via Mooncake's transfer engine." and "**Single-node and multi-node deployment**: Works both as a standalone KV cache extension and in disaggregated prefill-decode setups."
S5	CLOSED-14	vLLM `ECCPUConnector` (CPU tier for the multimodal encoder cache)	https://raw.githubusercontent.com/vllm-project/vllm/main/docs/features/ec_cpu_connector.md	READ BODY	Verbatim: "`ECCPUConnector` extends the GPU-based encoder cache with a CPU tier: it offloads encoder outputs (`encoder_cache[mm_hash]`) to a shared `/dev/shm` mmap region so later steps and later requests reuse them instead of recomputing." Local CPU-tier mode needs no extra packages; the doc states verbatim: "the gate-off code path (`cpu/connector.py`, `cpu/scheduler/`, `cpu/worker/`, `cpu/common.py`) imports no `nixl`/`zmq`/`msgspec`, enforced by a repo test".
S5	CLOSED-15	vLLM `FlexKVConnectorV1` (CPU/SSD/remote multi-level KV)	https://raw.githubusercontent.com/vllm-project/vllm/main/vllm/distributed/kv_transfer/kv_connector/factory.py	READ BODY	Registered in the shipped factory verbatim: `KVConnectorFactory.register_connector("FlexKVConnectorV1", "vllm.distributed.kv_transfer.kv_connector.v1.flexkv_connector", "FlexKVConnectorV1")`. The connector source states verbatim: "FlexKV is a distributed KV Store and multi-level cache management system designed for ultra-large-scale LLM inference. It supports offloading KV cache to CPU memory, SSD, and remote storage."
S5	CLOSED-16	`SimpleCPUOffloadConnector` eager-registration + final-flush bug fixed	https://github.com/vllm-project/vllm/pull/53532	READ BODY	Merged by ivanium 2026-09-02. Verbatim from the PR body: "Register completed CPU blocks through BlockPool so eager offload entries are discoverable by prefix-cache lookup. Preserve fine-grained hashes when copying GPU cache metadata to CPU blocks. Queue confirmed blocks that remain when a request finishes, batch them into the next connector metadata, and release their references safely on reset." This closes bug report #53498.
S5	CLOSED-17	HiCache host tier must be larger than device tier (documented constraint)	https://docs.sglang.io/docs/advanced_features/hicache_best_practices.md	READ BODY	Verbatim: "L1 and L2 are private to a single inference instance; only L3 can be shared. Host memory cannot be pooled across instances or across hosts, not even for two instances on the same node. Raising `--hicache-ratio` or `--hicache-size` only enlarges the instance's own private L2." This is a shipped design answer to "can I pool host memory across instances?" — the answer is no.
S5	CLOSED-18	Tiered lookup resolution — HIT_PENDING returned when a KV promotion is triggered	https://github.com/vllm-project/vllm/pull/51840 (RFC: https://github.com/vllm-project/vllm/issues/51439)	READ BODY	Merged by orozery 2026-08-12; PR body states verbatim "fixes #51439". The RFC it closes describes the problem verbatim: "KV lookups in tiered offloading are considered a HIT only when the KV's materialize in the CPU tier. As an extreme case example, for some request that has none of its KV blocks are in the CPU, but has all of its KV secondary tiers, this 2 Phase lookup approach results in unnecessary tier -> CPU loads." RFC #51439 is recorded as Closed and linked to "#51840".
S5	CLOSED-19	HERALD — CPU-GPU cooperative KV cache retrieval for block-diffusion LLMs	https://arxiv.org/abs/2606.21633	READ BODY	Published 2026-06-19 (v2 2026-08-03). Verbatim abstract: "Offloading the cache to CPU DRAM restores capacity, but the limited PCIe bandwidth forces state-of-the-art offloading systems to pair it with sparse attention, fetching only a small critical subset of the cache to the GPU." Reported result verbatim (from the abstract as retrieved by delegated retrieval): "HERALD sustains near-lossless accuracy at a 5% KV budget and reaches up to 2.28x the decode throughput of GPU-only serving, with gains that widen with context length." Its own PCIe bottleneck measurement is quoted under ABANDONED-19.
